Напряжение[B], Время[c]
0.1075,1.1084
0.1080,1.1084
0.1085,1.1084
0.1091,1.1084
0.1097,1.1084
0.1103,1.1035
0.1108,1.1084
0.1114,1.1084
0.1120,1.1084
0.1125,1.1084
0.1130,1.1084
0.1136,1.1084
0.1141,1.1035
0.1147,1.1084
0.1152,1.1084
0.1158,1.1084
0.1163,1.1084
0.1169,1.0986
0.1175,1.1084
0.1181,1.1084
0.1187,1.1084
0.1193,1.1035
0.1200,1.1084
0.1206,1.1084
0.1213,1.1035
0.1219,1.1084
0.1224,1.1084
0.1229,1.1035
0.1235,1.1084
0.1240,1.1084
0.1246,1.1084
0.1251,1.1084
0.1257,1.1084
0.1263,1.1084
0.1268,1.1084
0.1273,1.1035
0.1279,1.1084
0.1284,1.1084
0.1290,1.1084
0.1295,1.1035
0.1301,1.1084
0.1306,1.1084
0.1312,1.1084
0.1317,1.1133
0.1323,1.1084
0.1329,1.1084
0.1335,1.1084
0.1341,1.1133
0.1347,1.1084
0.1352,1.1035
0.1359,1.1084
0.1366,1.1035
0.1372,1.1084
0.1378,1.1035
0.1384,1.1084
0.1389,1.1133
0.1395,1.1084
0.1400,1.1133
0.1406,1.1084
0.1411,1.1084
0.1417,1.1084
0.1423,1.1084
0.1428,1.1084
0.1433,1.1084
0.1439,1.1084
0.1445,1.1084
0.1450,1.1084
0.1455,1.1084
0.1461,1.1084
0.1466,1.1084
0.1472,1.1133
0.1478,1.1084
0.1483,1.1084
0.1489,1.1035
0.1495,1.1084
0.1501,1.1084
0.1507,1.1084
0.1512,1.1133
0.1518,1.1084
0.1523,1.1084
0.1529,1.1035
0.1535,1.1084
0.1541,1.1084
0.1546,1.1084
0.1552,1.1084
0.1557,1.1084
0.1562,1.1084
0.1568,1.1133
0.1574,1.1133
0.1579,1.1035
0.1584,1.1084
0.1590,1.1035
0.1595,1.1035
0.1600,1.1084
0.1606,1.1084
0.1612,1.1084
0.1618,1.1084
0.1626,1.1035
0.1632,1.1084
0.1638,1.0986
0.1644,1.1084
0.1651,1.1035
0.1657,1.1084
0.1664,1.1084
0.1672,1.1084
0.1678,1.1084
0.1685,1.1084
0.1690,1.1035
0.1696,1.1084
0.1701,1.1084
0.1707,1.1035
0.1713,1.1035
0.1718,1.1084
0.1724,1.1035
0.1729,1.1084
0.1735,1.1084
0.1741,1.1035
0.1748,1.1084
0.1753,1.1035
0.1759,1.1084
0.1764,1.1035
0.1770,1.1035
0.1775,1.1084
0.1781,1.1035
0.1787,1.1084
0.1792,1.1035
0.1798,1.1084
0.1803,1.1133
0.1809,1.1084
0.1814,1.1084
0.1820,1.1084
0.1826,1.1084
0.1831,1.1133
0.1837,1.1084
0.1843,1.1084
0.1848,1.1035
0.1854,1.1035
0.1859,1.1084
0.1865,1.1084
0.1870,1.1084
0.1876,1.1084
0.1882,1.1084
0.1887,1.1035
0.1892,1.1084
0.1899,1.1084
0.1904,1.1084
0.1910,1.1035
0.1915,1.1133
0.1921,1.1084
0.1927,1.1084
0.1932,1.1084
0.1938,1.1035
0.1943,1.1084
0.1949,1.1084
0.1954,1.1084
0.1960,1.1084
0.1965,1.1084
0.1971,1.1084
0.1976,1.1035
0.1981,1.1084
0.1987,1.1133
0.1992,1.1084
0.1997,1.1084
0.2002,1.1084
0.2008,1.1133
0.2013,1.1084
0.2018,1.1084
0.2023,1.1084
0.2029,1.1035
0.2034,1.1084
0.2039,1.1035
0.2045,1.1084
0.2050,1.1084
0.2056,1.1035
0.2062,1.1084
0.2067,1.1084
0.2073,1.1084
0.2079,1.1084
0.2084,1.1084
0.2090,1.1035
0.2096,1.1084
0.2101,1.1084
0.2107,1.1084
0.2112,1.1084
0.2118,1.1084
0.2124,1.1084
0.2130,1.1084
0.2135,1.1084
0.2141,1.1084
0.2146,1.1035
0.2151,1.1084
0.2157,1.1084
0.2162,1.1084
0.2167,1.1084
0.2172,1.1084
0.2178,1.1084
0.2183,1.1084
0.2188,1.1084
0.2193,1.1133
0.2198,1.1035
0.2204,1.1035
0.2211,1.1035
0.2217,1.1084
0.2223,1.1084
0.2228,1.1084
0.2234,1.1035
0.2239,1.1084
0.2245,1.1084
0.2250,1.1133
0.2256,1.1084
0.2261,1.1084
0.2267,1.1084
0.2273,1.1035
0.2278,1.1035
0.2284,1.1084
0.2289,1.1084
0.2295,1.1084
0.2301,1.1133
0.2306,1.1084
0.2311,1.1084
0.2316,1.1084
0.2322,1.1084
0.2327,1.1084
0.2332,1.1084
0.2337,1.1084
0.2342,1.1035
0.2348,1.1084
0.2353,1.1035
0.2358,1.1133
0.2364,1.1084
0.2369,1.1084
0.2375,1.1084
0.2381,1.1035
0.2387,1.1035
0.2392,1.1035
0.2398,1.1084
0.2403,1.1084
0.2409,1.1084
0.2414,1.1084
0.2420,1.1084
0.2426,1.1084
0.2431,1.1084
0.2437,1.1084
0.2442,1.1084
0.2448,1.1133
0.2455,1.1084
0.2461,1.1035
0.2466,1.1084
0.2472,1.1084
0.2477,1.1084
0.2482,1.1084
0.2487,1.1084
0.2493,1.1084
0.2498,1.1035
0.2503,1.1035
0.2508,1.1084
0.2514,1.1084
0.2519,1.1084
0.2524,1.1084
0.2530,1.1084
0.2535,1.1084
0.2541,1.1084
0.2546,1.1084
0.2552,1.1084
0.2558,1.1084
0.2564,1.1084
0.2570,1.1035
0.2575,1.1084
0.2583,1.1084
0.2589,1.1084
0.2594,1.1035
0.2600,1.1084
0.2605,1.1084
0.2611,1.1084
0.2616,1.1084
0.2622,1.1084
0.2627,1.1035
0.2633,1.1084
0.2639,1.1084
0.2644,1.1084
0.2649,1.1084
0.2654,1.1084
0.2660,1.1084
0.2665,1.1084
0.2670,1.1084
0.2675,1.1084
0.2681,1.1084
0.2686,1.1084
0.2691,1.1133
0.2696,1.1084
0.2702,1.1084
0.2707,1.1035
0.2714,1.1084
0.2719,1.1084
0.2725,1.1084
0.2730,1.1084
0.2736,1.1084
0.2742,1.1035
0.2747,1.1084
0.2753,1.1084
0.2758,1.1084
0.2764,1.1084
0.2769,1.1035
0.2775,1.1035
0.2780,1.1084
0.2786,1.1084
0.2792,1.1133
0.2797,1.1133
0.2803,1.1084
0.2808,1.1084
0.2813,1.1084
0.2818,1.1035
0.2824,1.1084
0.2829,1.1084
0.2834,1.1084
0.2839,1.1133
0.2845,1.1133
0.2850,1.1133
0.2855,1.1084
0.2863,1.1084
0.2869,1.1084
0.2875,1.1084
0.2881,1.1084
0.2887,1.1084
0.2892,1.1084
0.2898,1.1035
0.2903,1.1084
0.2909,1.1084
0.2914,1.1084
0.2920,1.1084
0.2925,1.1084
0.2931,1.1084
0.2936,1.1084
0.2942,1.1084
0.2947,1.1133
0.2953,1.1084
0.2958,1.1035
0.2964,1.1084
0.2970,1.1084
0.2975,1.1084
0.2981,1.1084
0.2986,1.1084
0.2991,1.1084
0.2996,1.1035
0.3001,1.1084
0.3007,1.1084
0.3012,1.1084
0.3017,1.1084
0.3022,1.1084
0.3028,1.1084
0.3034,1.1084
0.3039,1.1084
0.3045,1.1084
0.3051,1.1084
0.3056,1.1035
0.3062,1.1035
0.3067,1.1084
0.3073,1.1084
0.3078,1.1035
0.3084,1.1084
0.3090,1.1084
0.3095,1.1084
0.3101,1.1084
0.3106,1.1084
0.3112,1.1035
0.3117,1.1084
0.3123,1.1084
0.3128,1.1035
0.3134,1.1084
0.3139,1.1084
0.3144,1.1084
0.3149,1.1084
0.3155,1.1084
0.3160,1.1084
0.3165,1.1084
0.3170,1.1084
0.3176,1.1084
0.3181,1.1035
0.3186,1.1084
0.3191,1.1084
0.3197,1.1084
0.3203,1.1084
0.3208,1.1084
0.3214,1.1084
0.3219,1.1084
0.3225,1.1084
0.3230,1.1084
0.3236,1.1084
0.3242,1.1133
0.3247,1.1084
0.3253,1.1035
0.3258,1.1084
0.3264,1.1035
0.3270,1.1084
0.3276,1.1084
0.3282,1.1133
0.3287,1.1084
0.3293,1.1084
0.3298,1.1084
0.3303,1.1035
0.3308,1.1035
0.3314,1.1084
0.3319,1.1035
0.3324,1.1035
0.3329,1.1084
0.3335,1.1084
0.3340,1.1035
0.3345,1.1035
0.3350,1.1084
0.3356,1.1035
0.3361,1.1084
0.3367,1.1035
0.3373,1.1035
0.3378,1.1035
0.3383,1.1084
0.3389,1.1035
0.3395,1.1084
0.3400,1.1133
0.3406,1.1035
0.3411,1.1084
0.3417,1.1084
0.3422,1.1084
0.3428,1.1084
0.3434,1.1084
0.3439,1.1035
0.3445,1.1084
0.3451,1.1035
0.3456,1.1084
0.3462,1.1084
0.3467,1.1084
0.3473,1.1084
0.3479,1.1084
0.3484,1.1035
0.3490,1.1133
0.3495,1.1084
0.3501,1.1084
0.3506,1.1035
0.3512,1.1084
0.3517,1.1035
0.3522,1.1084
0.3528,1.1084
0.3534,1.1084
0.3539,1.1084
0.3545,1.1133
0.3550,1.1035
0.3556,1.1035
0.3561,1.1084
0.3567,1.1084
0.3572,1.1084
0.3578,1.1084
0.3584,1.1084
0.3592,1.1084
0.3598,1.1133
0.3604,1.1084
0.3610,1.1035
0.3615,1.1084
0.3621,1.1133
0.3627,1.1084
0.3632,1.1084
0.3638,1.1035
0.3643,1.1084
0.3649,1.1084
0.3654,1.1084
0.3660,1.1084
0.3666,1.1035
0.3671,1.1084
0.3677,1.1084
0.3683,1.1084
0.3688,1.1084
0.3693,1.1133
0.3698,1.1084
0.3704,1.1084
0.3710,1.1035
0.3715,1.1133
0.3721,1.1133
0.3726,1.1084
0.3732,1.1084
0.3738,1.1084
0.3743,1.1035
0.3749,1.1084
0.3756,1.1035
0.3762,1.1035
0.3768,1.1084
0.3774,1.1084
0.3779,1.1084
0.3785,1.1035
0.3791,1.1084
0.3796,1.1084
0.3802,1.1084
0.3808,1.1035
0.3813,1.1035
0.3819,1.1084
0.3825,1.1084
0.3831,1.1133
0.3837,1.1084
0.3843,1.1084
0.3848,1.1084
0.3853,1.1084
0.3859,1.1084
0.3864,1.1084
0.3869,1.1035
0.3875,1.1035
0.3881,1.1035
0.3886,1.1084
0.3891,1.1133
0.3897,1.1035
0.3903,1.1084
0.3908,1.1035
0.3914,1.1035
0.3920,1.1084
0.3926,1.1084
0.3931,1.1035
0.3937,1.1035
0.3942,1.1084
0.3948,1.1084
0.3954,1.1133
0.3959,1.1035
0.3965,1.1084
0.3970,1.1035
0.3976,1.1084
0.3982,1.1084
0.3987,1.1084
0.3993,1.1035
0.3999,1.1035
0.4005,1.0986
0.4010,1.1133
0.4016,1.1084
0.4021,1.1084
0.4026,1.1035
0.4032,1.1084
0.4037,1.1035
0.4043,1.1035
0.4048,1.1084
0.4054,1.1035
0.4060,1.1084
0.4065,1.1084
0.4071,1.1084
0.4077,1.1084
0.4083,1.1084
0.4089,1.1084
0.4095,1.1035
0.4100,1.1084
0.4106,1.1084
0.4112,1.1084
0.4118,1.1133
0.4124,1.1084
0.4129,1.1084
0.4134,1.1035
0.4140,1.1084
0.4145,1.1084
0.4152,1.1084
0.4157,1.1084
0.4163,1.1084
0.4168,1.1084
0.4173,1.1035
0.4179,1.1084
0.4184,1.1084
0.4189,1.1035
0.4195,1.1035
0.4200,1.1084
0.4206,1.0986
0.4211,1.1035
0.4217,1.1084
0.4222,1.1084
0.4228,1.1084
0.4236,1.1133
0.4242,1.1084
0.4247,1.1133
0.4253,1.1035
0.4259,1.1035
0.4265,1.1084
0.4270,1.1084
0.4276,1.1084
0.4282,1.1084
0.4287,1.1084
0.4293,1.1084
0.4298,1.1084
0.4303,1.1035
0.4308,1.1084
0.4314,1.1084
0.4320,1.1035
0.4325,1.1084
0.4330,1.1035
0.4336,1.1084
0.4341,1.1084
0.4346,1.1084
0.4351,1.1084
0.4356,1.1035
0.4362,1.1084
0.4367,1.1084
0.4373,1.1035
0.4378,1.1084
0.4384,1.1084
0.4391,1.1035
0.4397,1.1133
0.4403,1.1133
0.4409,1.1084
0.4415,1.1084
0.4420,1.1035
0.4426,1.1084
0.4431,1.1084
0.4437,1.1084
0.4443,1.1035
0.4448,1.1133
0.4454,1.1084
0.4459,1.1084
0.4464,1.1035
0.4470,1.1084
0.4476,1.1084
0.4481,1.1084
0.4486,1.1084
0.4491,1.1084
0.4497,1.1084
0.4502,1.1084
0.4507,1.1084
0.4513,1.1084
0.4518,1.1084
0.4523,1.1084
0.4529,1.1084
0.4534,1.1084
0.4540,1.1133
0.4545,1.1084
0.4551,1.1084
0.4557,1.1035
0.4563,1.1035
0.4569,1.1133
0.4575,1.1084
0.4580,1.1084
0.4588,1.1084
0.4593,1.1084
0.4599,1.1133
0.4605,1.1133
0.4611,1.1084
0.4616,1.1035
0.4622,1.1084
0.4627,1.1084
0.4632,1.1084
0.4638,1.1084
0.4643,1.1084
0.4648,1.1133
0.4653,1.1084
0.4659,1.1084
0.4664,1.1133
0.4669,1.1084
0.4674,1.1084
0.4680,1.1084
0.4685,1.1084
0.4690,1.1035
0.4696,1.1084
0.4701,1.1084
0.4707,1.1084
0.4713,1.1084
0.4719,1.1084
0.4725,1.1035
0.4731,1.1084
0.4736,1.1084
0.4742,1.1084
0.4748,1.1084
0.4754,1.1084
0.4760,1.1035
0.4766,1.1133
0.4771,1.1084
0.4777,1.1084
0.4783,1.1084
0.4789,1.1035
0.4795,1.1084
0.4800,1.1084
0.4806,1.1084
0.4811,1.1035
0.4816,1.1084
0.4821,1.1035
0.4827,1.1035
0.4832,1.1035
0.4837,1.1035
0.4842,1.1035
0.4848,1.1084
0.4853,1.1084
0.4858,1.1133
0.4864,1.1035
0.4870,1.1084
0.4876,1.1035
0.4882,1.1084
0.4888,1.1084
0.4893,1.1133
0.4899,1.1084
0.4905,1.1035
0.4911,1.1035
0.4917,1.1035
0.4922,1.1084
0.4928,1.1084
0.4934,1.1133
0.4940,1.1084
0.4946,1.1035
0.4952,1.1133
0.4958,1.1084
0.4964,1.1084
0.4970,1.1084
0.4976,1.1084
0.4982,1.1035
0.4987,1.1084
0.4993,1.1084
0.4998,1.1035
0.5003,1.1084
0.5008,1.1084
0.5014,1.1084
0.5019,1.1084
0.5024,1.1084
0.5030,1.1084
0.5036,1.1035
0.5042,1.1133
0.5049,1.1084
0.5055,1.1084
0.5061,1.1084
0.5067,1.1035
0.5073,1.1084
0.5078,1.1035
0.5084,1.1084
0.5090,1.1035
0.5096,1.1084
0.5102,1.1084
0.5108,1.1035
0.5114,1.1084
0.5121,1.1035
0.5127,1.1084
0.5133,1.1133
0.5139,1.1084
0.5145,1.1084
0.5151,1.1035
0.5156,1.1084
0.5162,1.1133
0.5168,1.1084
0.5174,1.1084
0.5180,1.1084
0.5186,1.1084
0.5191,1.1133
0.5197,1.1133
0.5202,1.1084
0.5208,1.1035
0.5214,1.1084
0.5220,1.1035
0.5226,1.1084
0.5232,1.1084
0.5238,1.1035
0.5244,1.1084
0.5250,1.1084
0.5256,1.1084
0.5262,1.1084
0.5268,1.1084
0.5274,1.1084
0.5280,1.1084
0.5286,1.1133
0.5293,1.1084
0.5299,1.1084
0.5305,1.1035
0.5311,1.1084
0.5317,1.1084
0.5323,1.1084
0.5329,1.1133
0.5334,1.1035
0.5340,1.1084
0.5345,1.1133
0.5351,1.1035
0.5356,1.1084
0.5362,1.1035
0.5367,1.1084
0.5373,1.1084
0.5379,1.1084
0.5385,1.1084
0.5391,1.1084
0.5397,1.1133
0.5403,1.1084
0.5408,1.1035
0.5414,1.1084
0.5420,1.1084
0.5426,1.1084
0.5432,1.1084
0.5438,1.1084
0.5444,1.1084
0.5450,1.1084
0.5455,1.1133
0.5461,1.1084
0.5467,1.1084
0.5473,1.1035
0.5480,1.1084
0.5485,1.1084
0.5491,1.1084
0.5496,1.1084
0.5501,1.1084
0.5507,1.1084
0.5512,1.1133
0.5518,1.1035
0.5523,1.1084
0.5529,1.1084
0.5535,1.1035
0.5541,1.1084
0.5546,1.1084
0.5552,1.1133
0.5558,1.1084
0.5564,1.1035
0.5570,1.1084
0.5575,1.1084
0.5581,1.1084
0.5587,1.1084
0.5593,1.1035
0.5599,1.1084
0.5605,1.1084
0.5611,1.1084
0.5617,1.1084
0.5623,1.1084
0.5629,1.1084
0.5635,1.1084
0.5641,1.1084
0.5647,1.1084
0.5653,1.1084
0.5659,1.1084
0.5664,1.1035
0.5670,1.1035
0.5676,1.1084
0.5681,1.1084
0.5687,1.1084
0.5692,1.1084
0.5697,1.1035
0.5703,1.1084
0.5709,1.1035
0.5715,1.1035
0.5721,1.1084
0.5726,1.1084
0.5732,1.1084
0.5738,1.1084
0.5744,1.1084
0.5751,1.1084
0.5756,1.1084
0.5762,1.1084
0.5769,1.1084
0.5775,1.1084
0.5780,1.1035
0.5786,1.1084
0.5792,1.1084
0.5798,1.1084
0.5804,1.1084
0.5810,1.1084
0.5816,1.1084
0.5822,1.1084
0.5827,1.1133
0.5833,1.1035
0.5839,1.1084
0.5844,1.1084
0.5850,1.1084
0.5855,1.1084
0.5860,1.1084
0.5866,1.1084
0.5872,1.1084
0.5878,1.1084
0.5884,1.1084
0.5890,1.1084
0.5896,1.1035
0.5901,1.1035
0.5907,1.1084
0.5913,1.1084
0.5919,1.1035
0.5926,1.1084
0.5932,1.1035
0.5938,1.1133
0.5944,1.1035
0.5950,1.1084
0.5956,1.1084
0.5961,1.1084
0.5968,1.1133
0.5973,1.1035
0.5979,1.1035
0.5985,1.1084
0.5991,1.1084
0.5997,1.1084
0.6003,1.1084
0.6008,1.1084
0.6014,1.1084
0.6019,1.1084
0.6024,1.1084
0.6030,1.1084
0.6035,1.1084
0.6041,1.1084
0.6047,1.1084
0.6053,1.1133
0.6059,1.1084
0.6065,1.1084
0.6071,1.1084
0.6076,1.1084
0.6082,1.1084
0.6088,1.1084
0.6094,1.1084
0.6100,1.1084
0.6106,1.1084
0.6112,1.1035
0.6118,1.1084
0.6124,1.1133
0.6130,1.1084
0.6136,1.1133
0.6141,1.1084
0.6147,1.1084
0.6153,1.1035
0.6159,1.1084
0.6164,1.1084
0.6169,1.1035
0.6174,1.1035
0.6180,1.1084
0.6185,1.1084
0.6190,1.1084
0.6195,1.1084
0.6201,1.1084
0.6206,1.1084
0.6211,1.1084
0.6217,1.1035
0.6222,1.1035
0.6227,1.1084
0.6232,1.1035
0.6238,1.1035
0.6243,1.1084
0.6248,1.1084
0.6253,1.1084
0.6259,1.1084
0.6264,1.1084
0.6269,1.1084
0.6274,1.1084
0.6280,1.1084
0.6285,1.1084
0.6290,1.1084
0.6295,1.1084
0.6301,1.1133
0.6306,1.1084
0.6311,1.1084
0.6316,1.1035
0.6321,1.1133
0.6327,1.1084
0.6332,1.1084
0.6337,1.1084
0.6342,1.1084
0.6348,1.1084
0.6353,1.1084
0.6358,1.1084
0.6363,1.1084
0.6369,1.1084
0.6374,1.1084
0.6379,1.1084
0.6385,1.1084
0.6390,1.1084
0.6395,1.1084
0.6401,1.1084
0.6406,1.1084
0.6411,1.1084
0.6416,1.1084
0.6422,1.1084
0.6427,1.1084
0.6432,1.1084
0.6437,1.1084
0.6443,1.1084
0.6448,1.1084
0.6453,1.1084
0.6458,1.1084
0.6463,1.1035
0.6469,1.1084
0.6474,1.1084
0.6479,1.1133
0.6484,1.1084
0.6490,1.1084
0.6495,1.1035
0.6500,1.1035
0.6505,1.1084
0.6511,1.1084
0.6516,1.1084
0.6521,1.1084
0.6526,1.1084
0.6532,1.1084
0.6537,1.1035
0.6542,1.1084
0.6547,1.1084
0.6553,1.1084
0.6558,1.1084
0.6563,1.1084
0.6568,1.1133
0.6574,1.1084
0.6579,1.1084
0.6584,1.1084
0.6589,1.1084
0.6595,1.1084
0.6600,1.1035
0.6605,1.1133
0.6610,1.1035
0.6616,1.1084
0.6621,1.1035
0.6626,1.1035
0.6631,1.1084
0.6637,1.1084
0.6642,1.1133
0.6647,1.1084
0.6652,1.1084
0.6658,1.1084
0.6663,1.1035
0.6668,1.1084
0.6674,1.1084
0.6679,1.1084
0.6684,1.1035
0.6689,1.1035
0.6695,1.1084
0.6700,1.1084
0.6705,1.1084
0.6710,1.1035
0.6716,1.1084
0.6721,1.1133
0.6726,1.1035
0.6731,1.1084
0.6737,1.1084
0.6742,1.1084
0.6747,1.1084
0.6752,1.1035
0.6758,1.1035
0.6763,1.1084
0.6768,1.1084
0.6773,1.1133
0.6779,1.1084
0.6784,1.1084
0.6789,1.1084
0.6794,1.1084
0.6800,1.1084
0.6805,1.1035
0.6810,1.1084
0.6815,1.1084
0.6820,1.1035
0.6826,1.1035
0.6831,1.1084
0.6836,1.1084
0.6841,1.1084
0.6847,1.1084
0.6852,1.1084
0.6857,1.1084
0.6862,1.1035
0.6868,1.1084
0.6873,1.1084
0.6878,1.1084
0.6883,1.1084
0.6889,1.1084
0.6894,1.1084
0.6899,1.1084
0.6904,1.1084
0.6910,1.1084
0.6915,1.1035
0.6920,1.1084
0.6925,1.1084
0.6931,1.1084
0.6936,1.1084
0.6941,1.1035
0.6946,1.1084
0.6952,1.1084
0.6957,1.1084
0.6962,1.1133
0.6967,1.1084
0.6973,1.1035
0.6978,1.1084
0.6983,1.1133
0.6988,1.1084
0.6994,1.1084
0.6999,1.1084
0.7004,1.1084
0.7009,1.1084
0.7014,1.1084
0.7020,1.1035
0.7025,1.1084
0.7030,1.1084
0.7036,1.1084
0.7041,1.1035
0.7046,1.1035
0.7051,1.1084
0.7056,1.1084
0.7062,1.1084
0.7067,1.1084
0.7072,1.1084
0.7077,1.1084
0.7083,1.1084
0.7088,1.1035
0.7093,1.1084
0.7098,1.1084
0.7104,1.1084
0.7109,1.1084
0.7114,1.1133
0.7119,1.1084
0.7125,1.1084
0.7130,1.1084
0.7135,1.1035
0.7140,1.1084
0.7146,1.1084
0.7151,1.1035
0.7156,1.1084
0.7161,1.1035
0.7167,1.1035
0.7172,1.1035
0.7177,1.1084
0.7182,1.1035
0.7188,1.1084
0.7193,1.1084
0.7198,1.1084
0.7203,1.1084
0.7209,1.1084
0.7214,1.1084
0.7219,1.1084
0.7224,1.1084
0.7230,1.1084
0.7235,1.1133
0.7240,1.1084
0.7245,1.1084
0.7251,1.1084
0.7256,1.1084
0.7261,1.1084
0.7266,1.1084
0.7272,1.1133
0.7277,1.1084
0.7282,1.1035
0.7287,1.1084
0.7293,1.1084
0.7298,1.1084
0.7303,1.1084
0.7308,1.1035
0.7314,1.1084
0.7319,1.1084
0.7324,1.1084
0.7330,1.1084
0.7335,1.1084
0.7340,1.1084
0.7345,1.1084
0.7351,1.1084
0.7356,1.1084
0.7361,1.1084
0.7366,1.1084
0.7372,1.1084
0.7377,1.1035
0.7382,1.1084
0.7387,1.1035
0.7393,1.1035
0.7398,1.1035
0.7403,1.1035
0.7408,1.1084
0.7414,1.1084
0.7419,1.1084
0.7424,1.1084
0.7429,1.1084
0.7434,1.1084
0.7440,1.1133
0.7445,1.1084
0.7450,1.1084
0.7455,1.1084
0.7461,1.1035
0.7466,1.1084
0.7471,1.1084
0.7476,1.1084
0.7482,1.1084
0.7487,1.1084
0.7492,1.1084
0.7497,1.1035
0.7503,1.1035
0.7508,1.1035
0.7513,1.1084
0.7518,1.1084
0.7524,1.1084
0.7529,1.1035
0.7534,1.1084
0.7539,1.1084
0.7545,1.1084
0.7550,1.1084
0.7555,1.1084
0.7560,1.1084
0.7566,1.1084
0.7571,1.1084
0.7576,1.1084
0.7581,1.1084
0.7587,1.1133
0.7592,1.1035
0.7597,1.1035
0.7602,1.1084
0.7608,1.1084
0.7613,1.1035
0.7618,1.1084
0.7623,1.1084
0.7629,1.1084
0.7634,1.1084
0.7639,1.1035
0.7644,1.1084
0.7650,1.1084
0.7655,1.1035
0.7660,1.1133
0.7665,1.1084
0.7671,1.1084
0.7676,1.1084
0.7681,1.1035
0.7686,1.1084
0.7692,1.1084
0.7697,1.1084
0.7702,1.1084
0.7707,1.1084
0.7712,1.1035
0.7718,1.1133
0.7723,1.1084
0.7728,1.1084
0.7733,1.1084
0.7739,1.1084
0.7744,1.1035
0.7749,1.1084
0.7754,1.1035
0.7759,1.1084
0.7765,1.1035
0.7770,1.1035
0.7775,1.1084
0.7780,1.1084
0.7786,1.1084
0.7791,1.1084
0.7796,1.1084
0.7801,1.1084
0.7807,1.1084
0.7812,1.1084
0.7817,1.1084
0.7822,1.1084
0.7828,1.1084
