Напряжение[B], Время[c]
0.7556,2.0654
0.7562,2.0605
0.7568,2.0557
0.7573,2.0654
0.7579,2.0654
0.7584,2.0557
0.7589,2.0654
0.7595,2.0557
0.7601,2.0654
0.7606,2.0605
0.7611,2.0557
0.7616,2.0557
0.7622,2.0605
0.7627,2.0654
0.7632,2.0654
0.7638,2.0557
0.7643,2.0605
0.7649,2.0654
0.7655,2.0557
0.7660,2.0557
0.7666,2.0654
0.7672,2.0557
0.7677,2.0605
0.7684,2.0557
0.7689,2.0654
0.7695,2.0605
0.7700,2.0654
0.7706,2.0654
0.7711,2.0654
0.7716,2.0605
0.7722,2.0557
0.7727,2.0605
0.7732,2.0605
0.7737,2.0654
0.7743,2.0605
0.7748,2.0605
0.7753,2.0605
0.7758,2.0605
0.7764,2.0557
0.7769,2.0654
0.7774,2.0605
0.7779,2.0654
0.7785,2.0557
0.7790,2.0605
0.7795,2.0654
0.7800,2.0654
0.7806,2.0605
0.7811,2.0654
0.7817,2.0605
0.7822,2.0557
0.7828,2.0654
0.7833,2.0654
0.7839,2.0605
0.7845,2.0654
0.7850,2.0605
0.7855,2.0557
0.7861,2.0605
0.7866,2.0557
0.7871,2.0557
0.7876,2.0557
0.7881,2.0605
0.7887,2.0605
0.7892,2.0654
0.7897,2.0654
0.7902,2.0654
0.7908,2.0557
0.7913,2.0605
0.7918,2.0654
0.7923,2.0557
0.7929,2.0605
0.7934,2.0654
0.7939,2.0605
0.7944,2.0654
0.7949,2.0654
0.7955,2.0654
0.7960,2.0654
0.7965,2.0605
0.7971,2.0557
0.7976,2.0605
0.7981,2.0557
0.7986,2.0605
0.7992,2.0605
0.7997,2.0605
0.8002,2.0654
0.8007,2.0605
0.8013,2.0605
0.8018,2.0605
0.8023,2.0605
0.8028,2.0654
0.8033,2.0557
0.8039,2.0605
0.8044,2.0654
0.8049,2.0605
0.8054,2.0605
0.8060,2.0605
0.8065,2.0654
0.8070,2.0654
0.8075,2.0605
0.8081,2.0605
0.8086,2.0605
0.8091,2.0557
0.8096,2.0557
0.8101,2.0654
0.8107,2.0654
0.8112,2.0654
0.8117,2.0654
0.8122,2.0557
0.8128,2.0605
0.8133,2.0557
0.8138,2.0654
0.8143,2.0654
0.8149,2.0654
0.8154,2.0605
0.8159,2.0605
0.8164,2.0605
0.8170,2.0605
0.8175,2.0605
0.8180,2.0654
0.8185,2.0605
0.8191,2.0557
0.8196,2.0557
0.8201,2.0654
0.8206,2.0654
0.8211,2.0654
0.8217,2.0605
0.8222,2.0557
0.8227,2.0605
0.8233,2.0557
0.8238,2.0654
0.8244,2.0557
0.8249,2.0654
0.8255,2.0605
0.8260,2.0654
0.8266,2.0654
0.8271,2.0654
0.8276,2.0654
0.8281,2.0605
0.8286,2.0605
0.8292,2.0605
0.8297,2.0605
0.8302,2.0654
0.8307,2.0605
0.8313,2.0654
0.8318,2.0654
0.8323,2.0654
0.8328,2.0654
0.8334,2.0654
0.8339,2.0605
0.8344,2.0605
0.8349,2.0654
0.8354,2.0654
0.8360,2.0605
0.8365,2.0654
0.8370,2.0605
0.8375,2.0605
0.8381,2.0605
0.8386,2.0605
0.8391,2.0557
0.8396,2.0557
0.8401,2.0654
0.8407,2.0605
0.8412,2.0605
0.8418,2.0654
0.8423,2.0605
0.8428,2.0605
0.8433,2.0605
0.8438,2.0605
0.8444,2.0557
0.8449,2.0557
0.8454,2.0605
0.8459,2.0654
0.8465,2.0654
0.8470,2.0605
0.8475,2.0557
0.8480,2.0605
0.8485,2.0605
0.8491,2.0654
0.8496,2.0605
0.8501,2.0654
0.8506,2.0605
0.8512,2.0605
0.8517,2.0557
0.8522,2.0605
0.8527,2.0605
0.8533,2.0605
0.8538,2.0557
0.8543,2.0557
0.8548,2.0654
0.8553,2.0654
0.8559,2.0654
0.8564,2.0605
0.8569,2.0654
0.8574,2.0557
0.8580,2.0605
0.8585,2.0605
0.8590,2.0654
0.8595,2.0654
0.8600,2.0654
0.8606,2.0605
0.8611,2.0654
0.8616,2.0654
0.8621,2.0605
0.8627,2.0654
0.8632,2.0605
0.8637,2.0654
0.8642,2.0654
0.8647,2.0654
0.8653,2.0605
0.8658,2.0654
0.8663,2.0654
0.8668,2.0605
0.8674,2.0557
0.8679,2.0654
0.8684,2.0605
0.8689,2.0654
0.8695,2.0605
0.8700,2.0654
0.8705,2.0654
0.8710,2.0654
0.8715,2.0605
0.8721,2.0557
0.8726,2.0654
0.8731,2.0605
0.8736,2.0654
0.8742,2.0605
0.8747,2.0557
0.8752,2.0654
0.8757,2.0605
0.8763,2.0654
0.8768,2.0654
0.8773,2.0654
0.8778,2.0654
0.8784,2.0654
0.8789,2.0605
0.8794,2.0605
0.8799,2.0654
0.8805,2.0654
0.8810,2.0605
0.8815,2.0605
0.8820,2.0605
0.8826,2.0654
0.8831,2.0605
0.8836,2.0654
0.8841,2.0654
0.8847,2.0654
0.8852,2.0557
0.8857,2.0605
0.8862,2.0605
0.8868,2.0605
0.8873,2.0605
0.8878,2.0654
0.8883,2.0605
0.8888,2.0654
0.8894,2.0654
0.8899,2.0605
0.8904,2.0557
0.8909,2.0605
0.8915,2.0605
0.8920,2.0557
0.8925,2.0605
0.8930,2.0654
0.8936,2.0654
0.8941,2.0605
0.8946,2.0557
0.8951,2.0654
0.8957,2.0605
0.8962,2.0605
0.8967,2.0605
0.8972,2.0605
0.8978,2.0654
0.8983,2.0654
0.8988,2.0654
0.8993,2.0654
0.8999,2.0557
0.9004,2.0605
0.9009,2.0605
0.9014,2.0605
0.9020,2.0654
0.9025,2.0605
0.9030,2.0605
0.9035,2.0605
0.9041,2.0654
0.9046,2.0654
0.9051,2.0654
0.9056,2.0654
0.9061,2.0654
0.9067,2.0557
0.9072,2.0605
0.9077,2.0654
0.9083,2.0557
0.9088,2.0605
0.9093,2.0654
0.9098,2.0557
0.9104,2.0557
0.9109,2.0605
0.9114,2.0557
0.9119,2.0654
0.9125,2.0605
0.9130,2.0654
0.9135,2.0557
0.9140,2.0605
0.9146,2.0654
0.9151,2.0654
0.9156,2.0654
0.9161,2.0605
0.9166,2.0605
0.9172,2.0654
0.9177,2.0605
0.9182,2.0605
0.9187,2.0654
0.9193,2.0605
0.9198,2.0605
0.9203,2.0605
0.9208,2.0654
0.9214,2.0654
0.9219,2.0654
0.9224,2.0654
0.9229,2.0654
0.9235,2.0605
0.9240,2.0605
0.9245,2.0654
0.9250,2.0557
0.9256,2.0557
0.9261,2.0605
0.9266,2.0605
0.9271,2.0605
0.9277,2.0605
0.9282,2.0654
0.9287,2.0605
0.9292,2.0605
0.9298,2.0557
0.9303,2.0605
0.9308,2.0654
0.9313,2.0654
0.9319,2.0654
0.9324,2.0654
0.9329,2.0605
0.9334,2.0654
0.9339,2.0605
0.9345,2.0605
0.9350,2.0654
0.9355,2.0654
0.9360,2.0654
0.9366,2.0654
0.9371,2.0654
0.9376,2.0654
0.9381,2.0654
0.9387,2.0654
0.9392,2.0605
0.9397,2.0605
0.9402,2.0654
0.9408,2.0605
0.9413,2.0654
0.9418,2.0605
0.9423,2.0605
0.9429,2.0557
0.9434,2.0605
0.9439,2.0654
0.9444,2.0605
0.9450,2.0654
0.9455,2.0654
0.9460,2.0557
0.9465,2.0654
0.9471,2.0557
0.9476,2.0654
0.9481,2.0654
0.9486,2.0605
0.9492,2.0557
0.9497,2.0557
0.9502,2.0605
0.9507,2.0654
0.9513,2.0654
0.9518,2.0605
0.9523,2.0605
0.9528,2.0605
0.9534,2.0605
0.9539,2.0605
0.9544,2.0654
0.9549,2.0654
0.9554,2.0654
0.9560,2.0605
0.9565,2.0605
0.9570,2.0605
0.9575,2.0654
0.9581,2.0605
0.9586,2.0654
0.9591,2.0654
0.9596,2.0654
0.9601,2.0654
0.9607,2.0605
0.9612,2.0605
0.9617,2.0654
0.9622,2.0654
0.9628,2.0654
0.9634,2.0605
0.9639,2.0654
0.9645,2.0654
0.9650,2.0605
0.9656,2.0654
0.9661,2.0557
0.9667,2.0605
0.9672,2.0654
0.9678,2.0605
0.9683,2.0605
0.9689,2.0654
0.9694,2.0654
0.9700,2.0654
0.9705,2.0654
0.9711,2.0654
0.9716,2.0654
0.9722,2.0605
0.9728,2.0654
0.9733,2.0557
0.9738,2.0654
0.9744,2.0654
0.9750,2.0605
0.9755,2.0605
0.9761,2.0654
0.9766,2.0557
0.9772,2.0654
0.9777,2.0605
0.9783,2.0654
0.9788,2.0605
0.9794,2.0605
0.9799,2.0654
0.9805,2.0605
0.9810,2.0654
0.9816,2.0557
0.9821,2.0654
0.9827,2.0605
0.9832,2.0605
0.9838,2.0605
0.9843,2.0605
0.9849,2.0605
0.9854,2.0654
0.9860,2.0605
0.9865,2.0605
0.9871,2.0605
0.9877,2.0605
0.9882,2.0605
0.9888,2.0557
0.9893,2.0605
0.9899,2.0654
0.9904,2.0654
0.9910,2.0654
0.9915,2.0654
0.9921,2.0654
0.9927,2.0605
0.9932,2.0654
0.9938,2.0654
0.9943,2.0605
0.9949,2.0605
0.9954,2.0557
0.9960,2.0654
0.9965,2.0654
0.9971,2.0605
0.9976,2.0605
0.9982,2.0654
0.9987,2.0654
0.9993,2.0654
0.9998,2.0654
1.0004,2.0605
1.0009,2.0654
1.0015,2.0654
1.0020,2.0605
1.0026,2.0557
1.0031,2.0557
1.0037,2.0654
1.0043,2.0605
1.0048,2.0605
1.0054,2.0605
1.0059,2.0654
1.0065,2.0654
1.0070,2.0654
1.0076,2.0557
1.0081,2.0654
1.0087,2.0557
1.0092,2.0654
1.0098,2.0605
1.0103,2.0605
1.0109,2.0605
1.0114,2.0605
1.0120,2.0654
1.0125,2.0557
1.0131,2.0654
1.0136,2.0605
1.0142,2.0605
1.0147,2.0557
1.0153,2.0654
1.0158,2.0557
1.0164,2.0654
1.0170,2.0654
1.0175,2.0605
1.0181,2.0654
1.0186,2.0654
1.0192,2.0654
1.0197,2.0605
1.0203,2.0605
1.0208,2.0654
1.0214,2.0654
1.0219,2.0605
1.0227,2.0654
1.0233,2.0654
1.0238,2.0654
1.0244,2.0654
1.0249,2.0605
1.0255,2.0654
1.0260,2.0605
1.0266,2.0605
1.0271,2.0557
1.0277,2.0605
1.0282,2.0605
1.0288,2.0654
1.0294,2.0654
1.0299,2.0605
1.0305,2.0654
1.0310,2.0654
1.0316,2.0654
1.0321,2.0654
1.0327,2.0557
1.0332,2.0654
1.0338,2.0605
1.0343,2.0605
1.0349,2.0605
1.0354,2.0654
1.0360,2.0557
1.0365,2.0654
1.0371,2.0605
1.0376,2.0605
1.0381,2.0557
1.0387,2.0605
1.0392,2.0654
1.0398,2.0654
1.0403,2.0605
1.0409,2.0605
1.0414,2.0654
1.0420,2.0605
1.0425,2.0654
1.0431,2.0557
1.0437,2.0605
1.0442,2.0654
1.0448,2.0654
1.0453,2.0605
1.0459,2.0654
1.0464,2.0605
1.0470,2.0605
1.0476,2.0654
1.0481,2.0654
1.0487,2.0557
1.0492,2.0654
1.0498,2.0605
1.0503,2.0654
1.0509,2.0654
1.0514,2.0605
1.0520,2.0654
1.0525,2.0654
1.0531,2.0557
1.0537,2.0605
1.0542,2.0605
1.0548,2.0605
1.0554,2.0605
1.0559,2.0654
1.0565,2.0654
1.0571,2.0605
1.0577,2.0654
1.0582,2.0557
1.0588,2.0605
1.0594,2.0654
1.0599,2.0557
1.0605,2.0605
1.0610,2.0654
1.0616,2.0605
1.0621,2.0654
1.0627,2.0605
1.0632,2.0654
1.0638,2.0605
1.0643,2.0654
1.0649,2.0654
1.0654,2.0557
1.0660,2.0605
1.0665,2.0605
1.0671,2.0654
1.0676,2.0605
1.0682,2.0557
1.0687,2.0557
1.0693,2.0654
1.0698,2.0654
1.0704,2.0654
1.0709,2.0654
1.0714,2.0557
1.0720,2.0654
1.0726,2.0605
1.0731,2.0654
1.0737,2.0605
1.0742,2.0654
1.0748,2.0654
1.0753,2.0605
1.0759,2.0654
1.0764,2.0654
1.0770,2.0557
1.0775,2.0654
1.0781,2.0654
1.0786,2.0654
1.0792,2.0605
1.0797,2.0654
1.0803,2.0605
1.0808,2.0605
1.0814,2.0654
1.0819,2.0605
1.0825,2.0605
1.0830,2.0654
1.0836,2.0654
1.0841,2.0605
1.0847,2.0605
1.0852,2.0654
1.0858,2.0605
1.0863,2.0605
1.0869,2.0557
1.0874,2.0654
1.0880,2.0605
1.0885,2.0605
1.0891,2.0605
1.0896,2.0605
1.0902,2.0605
1.0907,2.0605
1.0913,2.0605
1.0918,2.0605
1.0924,2.0605
1.0929,2.0605
1.0935,2.0654
1.0940,2.0557
1.0946,2.0605
1.0951,2.0557
1.0957,2.0605
1.0962,2.0557
1.0968,2.0605
1.0973,2.0605
1.0979,2.0654
1.0984,2.0654
1.0990,2.0605
1.0995,2.0654
1.1001,2.0605
1.1006,2.0605
1.1012,2.0605
1.1018,2.0605
1.1023,2.0654
1.1029,2.0654
1.1034,2.0605
1.1040,2.0654
1.1045,2.0605
1.1051,2.0654
1.1056,2.0605
1.1062,2.0605
1.1067,2.0654
1.1073,2.0654
1.1078,2.0654
1.1084,2.0557
1.1089,2.0654
1.1095,2.0605
1.1100,2.0605
1.1106,2.0605
1.1111,2.0654
1.1117,2.0654
1.1122,2.0654
1.1128,2.0654
1.1133,2.0605
1.1139,2.0557
1.1144,2.0654
1.1150,2.0557
1.1156,2.0605
1.1161,2.0605
1.1167,2.0605
1.1173,2.0654
1.1178,2.0605
1.1184,2.0654
1.1189,2.0557
1.1195,2.0605
1.1200,2.0654
1.1206,2.0605
1.1211,2.0654
1.1217,2.0605
1.1222,2.0654
1.1228,2.0557
1.1233,2.0654
1.1239,2.0605
1.1245,2.0605
1.1250,2.0557
1.1256,2.0654
1.1261,2.0557
1.1267,2.0605
1.1272,2.0605
1.1278,2.0654
1.1284,2.0557
1.1289,2.0654
1.1295,2.0654
1.1300,2.0557
1.1306,2.0605
1.1311,2.0605
1.1317,2.0605
1.1322,2.0605
1.1328,2.0605
1.1333,2.0654
1.1339,2.0654
1.1344,2.0654
1.1350,2.0605
1.1355,2.0605
1.1361,2.0557
1.1366,2.0654
1.1372,2.0557
1.1377,2.0605
1.1383,2.0605
1.1388,2.0605
1.1394,2.0605
1.1399,2.0654
1.1405,2.0654
1.1410,2.0654
1.1416,2.0557
1.1422,2.0605
1.1427,2.0605
1.1433,2.0605
1.1438,2.0605
1.1444,2.0654
1.1449,2.0605
1.1455,2.0654
1.1460,2.0654
1.1466,2.0605
1.1471,2.0605
1.1477,2.0605
1.1482,2.0605
1.1488,2.0557
1.1493,2.0654
1.1499,2.0654
1.1504,2.0654
1.1510,2.0654
1.1515,2.0654
1.1521,2.0654
1.1526,2.0654
1.1532,2.0654
1.1537,2.0654
1.1543,2.0605
1.1549,2.0605
1.1554,2.0557
1.1560,2.0605
1.1565,2.0605
1.1571,2.0605
1.1576,2.0605
1.1582,2.0654
1.1587,2.0654
1.1593,2.0654
1.1598,2.0557
1.1604,2.0605
1.1609,2.0605
1.1615,2.0654
1.1620,2.0605
1.1626,2.0654
1.1631,2.0605
1.1637,2.0654
1.1643,2.0654
1.1648,2.0605
1.1654,2.0605
1.1659,2.0605
1.1665,2.0605
1.1670,2.0654
1.1676,2.0605
1.1681,2.0654
1.1687,2.0654
1.1692,2.0654
1.1698,2.0654
1.1703,2.0654
1.1709,2.0654
1.1716,2.0605
1.1722,2.0654
1.1728,2.0605
1.1733,2.0605
1.1739,2.0605
1.1744,2.0605
1.1750,2.0605
1.1755,2.0605
1.1761,2.0654
1.1766,2.0605
1.1772,2.0654
1.1777,2.0557
1.1783,2.0605
1.1788,2.0557
1.1794,2.0605
1.1800,2.0605
1.1805,2.0654
1.1811,2.0557
1.1816,2.0605
1.1822,2.0605
1.1827,2.0654
1.1833,2.0605
1.1838,2.0605
1.1844,2.0557
1.1849,2.0557
1.1855,2.0605
1.1860,2.0654
1.1866,2.0654
1.1871,2.0557
1.1877,2.0605
1.1882,2.0557
1.1888,2.0654
1.1893,2.0654
1.1899,2.0605
1.1904,2.0654
1.1910,2.0557
1.1915,2.0654
1.1921,2.0605
1.1926,2.0605
1.1932,2.0605
1.1937,2.0654
1.1943,2.0605
1.1948,2.0605
1.1954,2.0557
1.1959,2.0557
1.1965,2.0557
1.1970,2.0605
1.1976,2.0605
1.1982,2.0654
1.1987,2.0654
1.1993,2.0605
1.1998,2.0654
1.2004,2.0654
1.2009,2.0605
1.2015,2.0605
1.2020,2.0605
1.2026,2.0605
1.2031,2.0654
1.2037,2.0605
1.2042,2.0654
1.2048,2.0605
1.2053,2.0605
1.2059,2.0654
1.2064,2.0605
1.2070,2.0605
1.2075,2.0605
1.2081,2.0605
1.2086,2.0605
1.2092,2.0654
1.2097,2.0605
1.2102,2.0605
1.2108,2.0654
1.2113,2.0605
1.2119,2.0605
1.2125,2.0654
1.2130,2.0605
1.2136,2.0605
1.2141,2.0654
1.2147,2.0605
1.2152,2.0654
1.2158,2.0605
1.2163,2.0654
1.2169,2.0557
1.2174,2.0654
1.2180,2.0605
1.2185,2.0654
1.2191,2.0557
1.2196,2.0654
1.2202,2.0605
1.2207,2.0557
1.2213,2.0654
1.2218,2.0605
1.2224,2.0654
1.2229,2.0654
1.2235,2.0605
1.2240,2.0605
1.2246,2.0654
1.2251,2.0605
1.2257,2.0605
1.2262,2.0654
1.2268,2.0654
1.2273,2.0557
1.2279,2.0654
1.2285,2.0557
1.2290,2.0557
1.2296,2.0654
1.2301,2.0605
1.2307,2.0605
1.2312,2.0654
1.2318,2.0654
1.2323,2.0605
1.2329,2.0605
1.2334,2.0654
1.2340,2.0605
1.2345,2.0654
1.2351,2.0605
1.2356,2.0654
1.2362,2.0654
1.2367,2.0654
1.2373,2.0654
1.2378,2.0605
1.2384,2.0654
1.2389,2.0605
1.2395,2.0654
1.2400,2.0605
1.2406,2.0605
1.2411,2.0654
1.2417,2.0605
1.2422,2.0605
1.2428,2.0654
1.2433,2.0605
1.2439,2.0654
1.2444,2.0605
1.2450,2.0605
1.2456,2.0654
1.2461,2.0605
1.2467,2.0605
1.2472,2.0654
1.2478,2.0605
1.2483,2.0654
1.2489,2.0605
1.2494,2.0654
1.2500,2.0557
1.2505,2.0654
1.2511,2.0605
1.2516,2.0654
1.2522,2.0605
1.2527,2.0654
1.2533,2.0557
1.2538,2.0654
1.2544,2.0605
1.2550,2.0605
1.2556,2.0654
1.2563,2.0654
1.2569,2.0605
1.2575,2.0654
1.2581,2.0605
1.2586,2.0605
1.2592,2.0605
1.2598,2.0654
1.2604,2.0654
1.2609,2.0557
1.2615,2.0654
1.2620,2.0654
1.2626,2.0605
1.2632,2.0605
1.2640,2.0605
1.2646,2.0654
1.2651,2.0654
1.2657,2.0605
1.2662,2.0605
1.2668,2.0605
1.2673,2.0654
1.2679,2.0654
1.2684,2.0605
1.2690,2.0605
1.2695,2.0557
1.2701,2.0654
1.2707,2.0654
1.2712,2.0605
1.2718,2.0654
1.2723,2.0605
1.2729,2.0654
1.2735,2.0605
1.2740,2.0654
1.2746,2.0654
1.2752,2.0654
1.2757,2.0654
1.2763,2.0605
1.2769,2.0654
1.2775,2.0605
1.2781,2.0654
1.2787,2.0654
1.2792,2.0605
1.2798,2.0654
1.2813,2.0605
1.2821,2.0557
1.2827,2.0605
1.2833,2.0654
1.2838,2.0605
1.2844,2.0605
1.2849,2.0605
1.2855,2.0605
1.2860,2.0605
1.2866,2.0654
1.2872,2.0557
1.2877,2.0654
1.2885,2.0605
1.2891,2.0654
1.2896,2.0654
1.2902,2.0605
1.2907,2.0557
1.2913,2.0605
1.2919,2.0557
1.2924,2.0605
1.2930,2.0605
1.2935,2.0654
1.2941,2.0605
1.2946,2.0557
1.2952,2.0654
1.2957,2.0654
1.2963,2.0557
1.2969,2.0654
1.2975,2.0654
1.2981,2.0654
1.2986,2.0605
1.2992,2.0654
1.2998,2.0654
1.3003,2.0654
1.3009,2.0654
1.3014,2.0654
1.3020,2.0654
1.3025,2.0605
1.3031,2.0605
1.3036,2.0654
1.3042,2.0557
1.3047,2.0605
1.3053,2.0605
1.3058,2.0557
1.3064,2.0557
1.3069,2.0605
1.3075,2.0654
1.3080,2.0605
1.3086,2.0654
1.3091,2.0605
1.3097,2.0654
1.3102,2.0605
1.3108,2.0654
1.3113,2.0654
1.3119,2.0654
1.3124,2.0605
1.3130,2.0605
1.3135,2.0605
1.3141,2.0605
1.3146,2.0654
1.3152,2.0605
1.3157,2.0654
1.3163,2.0605
1.3168,2.0654
1.3174,2.0557
1.3179,2.0654
1.3185,2.0654
1.3190,2.0654
1.3196,2.0654
1.3201,2.0557
1.3207,2.0654
1.3212,2.0654
1.3218,2.0605
1.3223,2.0605
1.3229,2.0605
1.3234,2.0557
1.3240,2.0654
1.3245,2.0605
1.3251,2.0654
1.3256,2.0557
1.3261,2.0605
1.3267,2.0654
1.3272,2.0557
1.3278,2.0605
1.3283,2.0654
1.3289,2.0605
1.3295,2.0605
1.3300,2.0557
1.3305,2.0654
1.3311,2.0654
1.3316,2.0605
1.3322,2.0605
1.3327,2.0654
1.3333,2.0605
1.3338,2.0605
1.3344,2.0605
1.3349,2.0605
1.3355,2.0605
1.3360,2.0654
1.3366,2.0654
1.3371,2.0654
1.3377,2.0557
1.3382,2.0654
1.3388,2.0654
1.3393,2.0654
1.3399,2.0605
1.3404,2.0605
1.3410,2.0605
1.3415,2.0605
1.3421,2.0605
1.3426,2.0605
1.3432,2.0605
1.3437,2.0654
1.3443,2.0654
1.3448,2.0654
1.3454,2.0605
1.3459,2.0605
1.3465,2.0557
1.3470,2.0605
1.3476,2.0654
1.3481,2.0654
1.3487,2.0557
1.3492,2.0605
1.3498,2.0703
1.3503,2.0605
1.3509,2.0605
1.3514,2.0654
1.3520,2.0605
1.3525,2.0654
1.3531,2.0654
1.3536,2.0654
1.3541,2.0605
1.3547,2.0654
1.3552,2.0654
1.3558,2.0605
1.3563,2.0654
1.3569,2.0654
1.3574,2.0654
1.3580,2.0605
1.3585,2.0654
1.3591,2.0654
1.3596,2.0557
1.3601,2.0605
1.3607,2.0605
1.3612,2.0654
1.3618,2.0605
1.3624,2.0654
1.3629,2.0605
1.3635,2.0605
1.3640,2.0605
1.3646,2.0654
1.3652,2.0557
1.3658,2.0654
1.3663,2.0654
1.3669,2.0654
1.3674,2.0605
1.3680,2.0605
1.3686,2.0654
1.3692,2.0654
1.3697,2.0557
1.3703,2.0557
1.3709,2.0557
1.3715,2.0557
1.3720,2.0654
1.3726,2.0605
1.3731,2.0654
1.3737,2.0605
1.3742,2.0654
1.3748,2.0654
1.3753,2.0654
1.3759,2.0654
1.3764,2.0654
1.3769,2.0605
1.3775,2.0557
1.3780,2.0654
1.3786,2.0654
1.3791,2.0654
1.3797,2.0605
1.3802,2.0654
1.3808,2.0605
1.3813,2.0605
1.3819,2.0654
1.3824,2.0605
1.3829,2.0557
1.3835,2.0654
1.3840,2.0605
1.3846,2.0605
1.3851,2.0605
1.3856,2.0654
1.3862,2.0654
1.3867,2.0605
1.3873,2.0605
1.3878,2.0605
1.3883,2.0654
1.3889,2.0605
1.3894,2.0654
1.3900,2.0605
1.3905,2.0654
1.3910,2.0654
1.3916,2.0654
1.3921,2.0654
1.3927,2.0605
1.3932,2.0654
1.3938,2.0557
1.3943,2.0605
1.3948,2.0557
1.3954,2.0605
1.3959,2.0605
1.3965,2.0654
1.3970,2.0654
1.3976,2.0605
1.3981,2.0654
1.3987,2.0557
1.3992,2.0605
1.3998,2.0605
1.4003,2.0605
1.4009,2.0654
1.4014,2.0605
1.4019,2.0605
1.4025,2.0605
1.4030,2.0654
1.4036,2.0654
1.4041,2.0654
1.4047,2.0605
1.4052,2.0605
1.4057,2.0605
1.4063,2.0654
1.4068,2.0654
1.4074,2.0605
1.4079,2.0654
1.4085,2.0557
1.4090,2.0557
1.4095,2.0654
1.4101,2.0605
1.4106,2.0654
1.4112,2.0605
1.4117,2.0605
1.4124,2.0654
1.4130,2.0605
1.4136,2.0557
1.4141,2.0605
1.4147,2.0557
1.4152,2.0605
1.4157,2.0605
1.4163,2.0654
1.4168,2.0605
1.4174,2.0654
1.4179,2.0654
1.4185,2.0605
1.4190,2.0654
1.4195,2.0654
1.4201,2.0605
1.4206,2.0654
1.4212,2.0605
1.4217,2.0557
1.4223,2.0654
1.4228,2.0605
1.4234,2.0605
1.4239,2.0605
1.4245,2.0654
1.4250,2.0654
1.4255,2.0605
1.4261,2.0557
1.4267,2.0654
1.4273,2.0557
1.4278,2.0605
1.4284,2.0605
1.4289,2.0654
1.4296,2.0654
1.4301,2.0605
1.4307,2.0557
1.4313,2.0605
1.4318,2.0654
1.4324,2.0605
1.4329,2.0605
1.4335,2.0654
1.4340,2.0605
1.4346,2.0654
1.4351,2.0605
1.4356,2.0557
1.4362,2.0605
1.4367,2.0654
1.4373,2.0654
1.4378,2.0557
1.4383,2.0605
1.4389,2.0654
1.4394,2.0557
1.4400,2.0654
1.4405,2.0654
1.4410,2.0605
1.4416,2.0654
1.4421,2.0654
1.4427,2.0654
1.4432,2.0605
1.4438,2.0654
1.4443,2.0654
1.4449,2.0605
1.4454,2.0605
1.4459,2.0605
1.4465,2.0654
1.4470,2.0557
1.4476,2.0654
1.4481,2.0605
1.4486,2.0654
1.4492,2.0605
1.4497,2.0654
1.4503,2.0557
1.4508,2.0654
1.4513,2.0605
1.4519,2.0557
1.4524,2.0605
1.4530,2.0605
1.4535,2.0557
1.4541,2.0654
1.4546,2.0605
1.4551,2.0654
1.4557,2.0605
1.4562,2.0654
1.4568,2.0605
1.4573,2.0557
1.4579,2.0654
1.4584,2.0605
1.4589,2.0654
1.4595,2.0605
1.4600,2.0605
1.4606,2.0605
1.4611,2.0654
1.4617,2.0654
1.4622,2.0557
1.4627,2.0654
1.4633,2.0654
1.4638,2.0654
1.4644,2.0654
1.4649,2.0605
1.4654,2.0654
1.4660,2.0605
1.4665,2.0654
1.4671,2.0605
1.4676,2.0654
1.4682,2.0654
1.4687,2.0605
1.4693,2.0605
1.4698,2.0605
1.4704,2.0605
1.4709,2.0654
1.4715,2.0654
1.4720,2.0654
1.4726,2.0654
1.4731,2.0605
1.4737,2.0605
1.4742,2.0654
1.4748,2.0605
1.4753,2.0654
1.4758,2.0654
1.4764,2.0605
1.4769,2.0654
1.4775,2.0605
1.4780,2.0654
1.4786,2.0557
1.4791,2.0605
1.4797,2.0605
1.4802,2.0605
1.4808,2.0605
1.4813,2.0605
1.4819,2.0654
1.4824,2.0605
1.4830,2.0605
1.4835,2.0654
1.4841,2.0605
1.4846,2.0654
1.4852,2.0557
1.4857,2.0605
1.4863,2.0605
1.4868,2.0605
1.4874,2.0654
1.4879,2.0605
1.4885,2.0654
1.4890,2.0654
1.4896,2.0557
1.4901,2.0654
1.4906,2.0605
1.4912,2.0654
1.4918,2.0605
1.4923,2.0557
1.4929,2.0654
1.4934,2.0605
1.4940,2.0605
1.4945,2.0654
1.4951,2.0654
1.4956,2.0654
1.4962,2.0605
1.4967,2.0605
1.4973,2.0654
1.4978,2.0654
1.4984,2.0654
1.4989,2.0654
1.4995,2.0605
1.5000,2.0605
1.5006,2.0605
1.5011,2.0605
1.5017,2.0654
1.5022,2.0654
1.5028,2.0557
1.5033,2.0654
1.5039,2.0605
1.5044,2.0605
1.5050,2.0605
1.5055,2.0605
1.5061,2.0605
1.5066,2.0654
1.5072,2.0605
1.5077,2.0605
1.5083,2.0654
1.5088,2.0605
1.5094,2.0654
1.5099,2.0654
1.5105,2.0605
1.5110,2.0605
1.5116,2.0605
1.5121,2.0654
1.5127,2.0605
1.5132,2.0654
1.5138,2.0605
1.5143,2.0654
1.5149,2.0557
1.5154,2.0654
1.5160,2.0605
1.5165,2.0605
1.5171,2.0654
1.5176,2.0557
1.5182,2.0605
1.5187,2.0557
1.5193,2.0654
