Время[c], Напряжение[B]
0.7124,2.5488
0.7129,2.5537
0.7134,2.5586
0.7140,2.5586
0.7145,2.5586
0.7150,2.5586
0.7155,2.5586
0.7161,2.5586
0.7166,2.5586
0.7171,2.5635
0.7176,2.5586
0.7182,2.5586
0.7187,2.5635
0.7192,2.5586
0.7197,2.5537
0.7203,2.5586
0.7208,2.5537
0.7213,2.5635
0.7218,2.5586
0.7224,2.5586
0.7229,2.5586
0.7234,2.5586
0.7239,2.5635
0.7245,2.5586
0.7250,2.5586
0.7255,2.5586
0.7260,2.5537
0.7265,2.5586
0.7271,2.5586
0.7276,2.5586
0.7281,2.5586
0.7286,2.5586
0.7292,2.5586
0.7297,2.5488
0.7302,2.5586
0.7307,2.5586
0.7313,2.5537
0.7318,2.5586
0.7323,2.5586
0.7328,2.5537
0.7333,2.5586
0.7339,2.5586
0.7344,2.5537
0.7349,2.5586
0.7354,2.5586
0.7360,2.5586
