Время[c], Напряжение[B]
13.4515,2.6904
13.4521,2.6953
13.4526,2.6904
13.4531,2.6904
13.4537,2.6953
13.4542,2.6953
13.4548,2.6953
13.4553,2.6855
13.4558,2.6953
13.4564,2.6904
13.4569,2.6953
13.4574,2.6953
13.4580,2.6904
13.4585,2.6953
13.4592,2.6855
13.4597,2.6904
13.4603,2.6904
13.4608,2.6953
13.4613,2.7002
13.4618,2.6953
13.4624,2.6855
13.4629,2.6953
13.4634,2.6953
13.4639,2.6904
13.4644,2.6855
13.4650,2.6855
13.4655,2.6855
13.4660,2.6904
13.4665,2.6953
13.4671,2.6953
13.4676,2.6904
13.4681,2.6904
13.4686,2.6953
13.4692,2.6953
13.4697,2.6904
13.4702,2.6904
13.4707,2.6953
13.4712,2.6855
13.4718,2.6904
13.4723,2.6953
13.4728,2.6953
13.4733,2.6904
13.4739,2.6953
13.4744,2.6855
13.4749,2.6904
13.4754,2.6953
13.4760,2.6953
13.4765,2.6904
13.4770,2.6953
13.4775,2.6953
13.4781,2.6904
13.4786,2.6904
13.4791,2.6953
13.4797,2.6807
13.4802,2.6904
13.4807,2.6953
13.4812,2.6904
13.4818,2.6855
13.4823,2.6953
13.4828,2.6953
13.4833,2.6904
13.4839,2.6855
13.4844,2.6855
13.4849,2.6904
13.4854,2.6904
13.4860,2.6855
13.4865,2.6855
13.4870,2.6904
13.4875,2.6855
13.4881,2.6953
13.4886,2.6953
13.4891,2.6953
13.4896,2.6953
13.4901,2.6807
13.4907,2.6855
13.4912,2.6953
13.4917,2.6904
13.4922,2.6855
13.4928,2.6904
13.4933,2.6953
13.4938,2.6953
13.4943,2.6904
13.4949,2.6807
13.4954,2.6904
13.4959,2.6855
13.4964,2.6953
13.4970,2.6904
13.4975,2.6855
13.4980,2.6855
13.4985,2.6904
13.4991,2.6855
13.4996,2.6904
13.5001,2.6904
13.5006,2.6904
13.5012,2.6953
13.5017,2.6904
13.5022,2.6904
13.5027,2.6904
13.5033,2.6953
13.5038,2.6953
13.5043,2.6904
13.5048,2.6904
13.5054,2.6855
13.5059,2.6904
13.5064,2.6904
13.5069,2.6855
13.5075,2.6904
13.5080,2.6904
13.5085,2.6855
13.5090,2.6855
13.5096,2.6904
13.5101,2.6904
13.5106,2.6904
13.5111,2.6904
13.5117,2.6953
13.5122,2.6904
13.5127,2.6953
13.5132,2.6904
13.5137,2.6953
13.5143,2.6904
13.5148,2.6904
13.5153,2.6953
13.5158,2.6904
13.5164,2.6855
13.5169,2.6855
13.5174,2.6904
13.5179,2.6855
13.5185,2.6904
13.5190,2.6904
13.5195,2.6855
13.5200,2.6855
13.5206,2.6953
13.5211,2.6807
13.5216,2.6904
13.5221,2.6953
13.5227,2.6953
13.5232,2.6904
13.5237,2.6953
13.5242,2.6904
13.5248,2.6904
13.5253,2.6904
13.5258,2.6904
13.5263,2.6904
13.5269,2.6855
13.5274,2.6855
13.5279,2.6904
13.5284,2.6807
13.5290,2.6904
13.5295,2.6904
13.5300,2.6904
13.5305,2.6904
13.5311,2.6904
13.5316,2.6904
13.5321,2.6807
13.5326,2.6904
13.5332,2.6904
13.5337,2.6904
13.5342,2.6904
13.5347,2.6904
13.5352,2.6904
13.5358,2.6904
13.5363,2.6904
13.5368,2.6904
13.5373,2.6904
13.5379,2.6904
13.5384,2.6855
13.5389,2.6807
13.5394,2.6904
13.5400,2.6855
13.5405,2.6807
13.5410,2.6855
13.5415,2.6904
13.5421,2.6855
13.5426,2.6904
13.5431,2.6904
13.5436,2.6904
13.5442,2.6953
13.5447,2.6904
13.5452,2.6953
13.5457,2.6904
13.5463,2.6758
13.5468,2.6807
13.5473,2.6904
13.5478,2.6855
13.5484,2.6807
13.5489,2.6904
13.5494,2.6904
13.5499,2.6953
13.5505,2.6758
13.5510,2.6904
13.5515,2.6953
13.5520,2.6904
13.5526,2.6904
13.5531,2.6904
13.5536,2.6855
13.5541,2.6904
13.5547,2.6807
13.5552,2.6807
13.5557,2.6904
13.5562,2.6904
13.5568,2.6758
13.5573,2.6904
13.5578,2.6904
13.5583,2.6807
13.5589,2.6807
13.5594,2.6855
13.5599,2.6855
13.5604,2.6904
13.5610,2.6904
13.5615,2.6855
13.5620,2.6904
13.5625,2.6904
13.5631,2.6904
13.5636,2.6904
13.5641,2.6904
13.5646,2.6855
13.5651,2.6807
13.5657,2.6904
13.5662,2.6904
13.5667,2.6904
13.5672,2.6855
13.5678,2.6904
13.5683,2.6855
13.5688,2.6904
13.5693,2.6855
13.5699,2.6807
13.5704,2.6855
13.5709,2.6904
13.5715,2.6807
13.5720,2.6807
13.5725,2.6904
13.5730,2.6855
13.5736,2.6855
13.5741,2.6807
13.5746,2.6904
13.5751,2.6904
13.5757,2.6855
13.5762,2.6904
13.5767,2.6855
13.5772,2.6904
13.5778,2.6855
13.5783,2.6855
13.5788,2.6904
13.5793,2.6904
13.5799,2.6904
13.5804,2.6904
13.5809,2.6904
13.5814,2.6904
13.5820,2.6904
13.5825,2.6807
13.5830,2.6807
13.5835,2.6904
13.5841,2.6855
13.5846,2.6807
13.5851,2.6855
13.5856,2.6758
13.5862,2.6807
13.5867,2.6807
13.5872,2.6807
13.5877,2.6855
13.5883,2.6855
13.5888,2.6855
13.5893,2.6855
13.5898,2.6904
13.5903,2.6904
13.5909,2.6807
13.5914,2.6904
13.5919,2.6904
13.5924,2.6855
13.5930,2.6855
13.5935,2.6855
13.5940,2.6855
13.5945,2.6807
13.5951,2.6758
13.5956,2.6904
13.5961,2.6855
13.5966,2.6904
13.5972,2.6904
13.5977,2.6855
13.5982,2.6855
13.5987,2.6855
13.5993,2.6855
13.5998,2.6807
13.6003,2.6904
13.6008,2.6807
13.6014,2.6758
13.6019,2.6855
13.6024,2.6855
13.6029,2.6904
13.6035,2.6855
13.6040,2.6855
13.6045,2.6855
13.6050,2.6758
13.6055,2.6904
13.6061,2.6904
13.6066,2.6855
13.6071,2.6855
13.6076,2.6855
13.6082,2.6904
13.6087,2.6904
13.6092,2.6855
13.6097,2.6758
13.6103,2.6855
13.6108,2.6904
13.6113,2.6855
13.6118,2.6855
13.6124,2.6758
13.6129,2.6807
13.6134,2.6855
13.6139,2.6807
13.6145,2.6855
13.6150,2.6855
13.6155,2.6904
13.6160,2.6855
13.6166,2.6807
13.6171,2.6807
13.6176,2.6855
13.6181,2.6855
13.6187,2.6855
13.6192,2.6855
13.6197,2.6855
13.6202,2.6855
13.6208,2.6855
13.6213,2.6855
13.6218,2.6807
13.6223,2.6855
13.6229,2.6758
13.6234,2.6807
13.6239,2.6807
13.6244,2.6758
13.6250,2.6758
13.6255,2.6758
13.6260,2.6758
13.6265,2.6855
13.6271,2.6855
13.6276,2.6855
13.6281,2.6904
13.6286,2.6855
13.6292,2.6807
13.6297,2.6758
13.6302,2.6855
13.6307,2.6855
13.6313,2.6758
13.6318,2.6855
13.6323,2.6855
13.6328,2.6855
13.6334,2.6758
13.6339,2.6807
13.6344,2.6855
13.6349,2.6904
13.6355,2.6855
13.6360,2.6855
13.6365,2.6855
13.6370,2.6855
13.6376,2.6758
13.6381,2.6807
13.6386,2.6855
13.6391,2.6904
13.6396,2.6855
13.6402,2.6758
13.6407,2.6807
13.6412,2.6807
13.6417,2.6855
13.6423,2.6807
13.6428,2.6855
13.6433,2.6855
13.6438,2.6807
13.6444,2.6807
13.6449,2.6758
13.6454,2.6855
13.6459,2.6807
13.6465,2.6709
13.6470,2.6758
13.6475,2.6855
13.6480,2.6855
13.6486,2.6855
13.6491,2.6855
13.6496,2.6855
13.6501,2.6807
13.6507,2.6709
13.6512,2.6758
13.6517,2.6807
13.6522,2.6807
13.6528,2.6807
13.6533,2.6758
13.6538,2.6855
13.6543,2.6855
13.6549,2.6855
13.6554,2.6758
13.6559,2.6758
13.6564,2.6855
13.6570,2.6855
13.6575,2.6855
13.6581,2.6855
13.6586,2.6855
13.6592,2.6855
13.6598,2.6807
13.6603,2.6807
13.6609,2.6855
13.6615,2.6807
13.6620,2.6758
13.6626,2.6855
13.6631,2.6855
13.6636,2.6855
13.6641,2.6807
13.6647,2.6855
13.6652,2.6807
13.6657,2.6807
13.6662,2.6758
13.6668,2.6855
13.6673,2.6758
13.6678,2.6758
13.6683,2.6807
13.6689,2.6758
13.6694,2.6807
13.6699,2.6807
13.6704,2.6758
13.6710,2.6855
13.6715,2.6807
13.6720,2.6855
13.6725,2.6807
13.6730,2.6807
13.6736,2.6807
13.6741,2.6855
13.6746,2.6807
13.6751,2.6807
13.6757,2.6855
13.6762,2.6807
13.6767,2.6807
13.6772,2.6758
13.6778,2.6807
13.6783,2.6855
13.6788,2.6855
13.6794,2.6807
13.6799,2.6807
13.6804,2.6807
13.6809,2.6807
13.6815,2.6855
13.6820,2.6807
13.6825,2.6855
13.6831,2.6758
13.6836,2.6758
13.6841,2.6855
13.6846,2.6855
13.6852,2.6807
13.6857,2.6807
13.6862,2.6758
13.6867,2.6807
13.6873,2.6807
13.6878,2.6855
13.6883,2.6855
13.6888,2.6758
13.6894,2.6855
13.6899,2.6807
13.6904,2.6807
13.6909,2.6807
13.6915,2.6855
13.6920,2.6807
13.6925,2.6807
13.6930,2.6807
13.6936,2.6709
13.6941,2.6807
13.6946,2.6855
13.6951,2.6758
13.6957,2.6758
13.6962,2.6758
13.6967,2.6807
13.6973,2.6807
13.6978,2.6758
13.6983,2.6807
13.6988,2.6855
13.6993,2.6807
13.6999,2.6855
13.7004,2.6807
13.7009,2.6855
13.7014,2.6807
13.7020,2.6855
13.7025,2.6807
13.7030,2.6855
13.7035,2.6807
13.7041,2.6807
13.7046,2.6807
13.7051,2.6758
13.7056,2.6807
13.7062,2.6758
13.7067,2.6855
13.7072,2.6807
13.7077,2.6709
13.7083,2.6709
13.7088,2.6807
13.7093,2.6758
13.7098,2.6807
13.7104,2.6807
13.7109,2.6807
13.7114,2.6807
13.7119,2.6855
13.7125,2.6855
13.7130,2.6807
13.7135,2.6807
13.7140,2.6807
13.7146,2.6855
13.7151,2.6758
13.7156,2.6758
13.7161,2.6807
13.7166,2.6807
13.7172,2.6807
13.7177,2.6807
13.7182,2.6709
13.7187,2.6807
13.7193,2.6807
13.7198,2.6807
13.7203,2.6807
13.7209,2.6807
13.7214,2.6807
13.7219,2.6807
13.7224,2.6807
13.7230,2.6758
13.7235,2.6709
13.7240,2.6807
13.7245,2.6807
13.7251,2.6807
13.7256,2.6807
13.7261,2.6807
13.7266,2.6807
13.7272,2.6758
13.7277,2.6807
13.7282,2.6709
13.7287,2.6807
13.7293,2.6855
13.7298,2.6758
13.7303,2.6709
13.7309,2.6758
13.7314,2.6709
13.7319,2.6807
13.7324,2.6807
13.7330,2.6807
13.7335,2.6807
13.7340,2.6855
13.7345,2.6807
13.7351,2.6807
13.7356,2.6855
13.7362,2.6807
13.7367,2.6758
13.7372,2.6807
13.7378,2.6807
13.7383,2.6807
13.7388,2.6758
13.7394,2.6807
13.7399,2.6807
13.7404,2.6807
13.7409,2.6807
13.7414,2.6807
13.7420,2.6807
13.7425,2.6807
13.7430,2.6758
13.7435,2.6758
13.7441,2.6807
13.7446,2.6709
13.7451,2.6807
13.7457,2.6807
13.7462,2.6807
13.7467,2.6758
13.7472,2.6807
13.7478,2.6807
13.7483,2.6807
13.7488,2.6709
13.7493,2.6709
13.7499,2.6807
13.7504,2.6758
13.7509,2.6758
13.7514,2.6855
13.7520,2.6758
13.7525,2.6709
13.7530,2.6758
13.7535,2.6758
13.7540,2.6807
13.7546,2.6807
13.7551,2.6758
13.7556,2.6758
13.7561,2.6807
13.7567,2.6807
13.7572,2.6807
13.7577,2.6807
13.7582,2.6807
13.7587,2.6807
13.7593,2.6709
13.7598,2.6758
13.7603,2.6807
13.7609,2.6807
13.7614,2.6807
13.7619,2.6807
13.7624,2.6807
13.7630,2.6709
13.7635,2.6709
13.7640,2.6709
13.7645,2.6758
13.7651,2.6758
13.7656,2.6807
13.7661,2.6758
13.7666,2.6758
13.7672,2.6807
13.7677,2.6807
13.7682,2.6807
13.7687,2.6807
13.7693,2.6807
13.7698,2.6807
13.7703,2.6758
13.7709,2.6807
13.7714,2.6660
13.7719,2.6807
13.7724,2.6807
13.7730,2.6709
13.7735,2.6660
13.7740,2.6807
13.7745,2.6807
13.7751,2.6758
13.7756,2.6807
13.7762,2.6807
13.7767,2.6709
13.7772,2.6807
13.7778,2.6758
13.7783,2.6807
13.7788,2.6758
13.7793,2.6807
13.7799,2.6807
13.7804,2.6807
13.7809,2.6807
13.7814,2.6660
13.7820,2.6758
13.7825,2.6807
13.7830,2.6807
13.7835,2.6807
13.7841,2.6709
13.7846,2.6709
13.7851,2.6758
13.7856,2.6660
13.7862,2.6709
13.7867,2.6758
13.7872,2.6807
13.7877,2.6758
13.7883,2.6758
13.7888,2.6807
13.7893,2.6807
13.7898,2.6758
13.7904,2.6758
13.7909,2.6758
13.7914,2.6807
13.7919,2.6758
13.7924,2.6807
13.7930,2.6758
13.7935,2.6709
13.7940,2.6758
13.7945,2.6758
13.7951,2.6709
13.7956,2.6709
13.7961,2.6807
13.7966,2.6758
13.7971,2.6758
13.7977,2.6758
13.7982,2.6758
13.7987,2.6807
13.7992,2.6709
13.7998,2.6758
13.8003,2.6807
13.8009,2.6758
13.8014,2.6758
13.8019,2.6807
13.8024,2.6807
13.8030,2.6807
13.8035,2.6709
13.8040,2.6709
13.8045,2.6758
13.8051,2.6758
13.8056,2.6758
13.8061,2.6807
13.8066,2.6758
13.8072,2.6807
13.8077,2.6758
13.8082,2.6807
13.8087,2.6758
13.8093,2.6758
13.8098,2.6709
13.8103,2.6758
13.8109,2.6758
13.8114,2.6807
13.8119,2.6758
13.8125,2.6807
13.8130,2.6807
13.8135,2.6807
13.8140,2.6758
13.8146,2.6709
13.8151,2.6660
13.8156,2.6758
13.8162,2.6807
13.8167,2.6758
13.8172,2.6758
13.8178,2.6758
13.8183,2.6807
13.8188,2.6807
13.8193,2.6758
13.8199,2.6758
13.8204,2.6709
13.8209,2.6709
13.8214,2.6758
13.8220,2.6758
13.8225,2.6758
13.8230,2.6807
13.8235,2.6758
13.8241,2.6709
13.8246,2.6758
13.8251,2.6758
13.8256,2.6660
13.8262,2.6758
13.8267,2.6758
13.8272,2.6758
13.8277,2.6758
13.8283,2.6758
13.8288,2.6660
13.8293,2.6807
13.8298,2.6758
13.8304,2.6709
13.8309,2.6660
13.8314,2.6758
13.8319,2.6758
13.8325,2.6758
13.8330,2.6709
13.8335,2.6758
13.8340,2.6758
13.8346,2.6758
13.8351,2.6758
13.8356,2.6758
13.8361,2.6807
13.8366,2.6709
13.8372,2.6660
13.8377,2.6758
13.8382,2.6758
13.8387,2.6758
13.8393,2.6758
13.8398,2.6758
13.8403,2.6758
13.8409,2.6758
13.8414,2.6709
13.8419,2.6758
13.8424,2.6660
13.8430,2.6709
13.8435,2.6758
13.8440,2.6758
13.8445,2.6758
13.8451,2.6660
13.8456,2.6758
13.8461,2.6758
13.8466,2.6758
13.8472,2.6758
13.8477,2.6758
13.8482,2.6758
13.8487,2.6660
13.8493,2.6807
13.8498,2.6758
13.8503,2.6660
13.8509,2.6660
13.8514,2.6660
13.8519,2.6660
13.8524,2.6758
13.8530,2.6758
13.8535,2.6758
13.8540,2.6758
13.8545,2.6660
13.8551,2.6709
13.8556,2.6709
13.8562,2.6758
13.8567,2.6709
13.8572,2.6807
13.8577,2.6758
13.8583,2.6709
13.8588,2.6758
13.8593,2.6758
13.8598,2.6807
13.8604,2.6709
13.8609,2.6709
13.8614,2.6758
13.8619,2.6758
13.8625,2.6758
13.8630,2.6758
13.8635,2.6709
13.8640,2.6709
13.8646,2.6758
13.8651,2.6807
13.8656,2.6807
13.8661,2.6709
13.8667,2.6758
13.8672,2.6660
13.8677,2.6709
13.8682,2.6758
13.8688,2.6758
13.8693,2.6611
13.8698,2.6758
13.8703,2.6709
13.8709,2.6758
13.8714,2.6660
13.8719,2.6758
13.8724,2.6758
13.8729,2.6758
13.8735,2.6709
13.8740,2.6660
13.8745,2.6660
13.8750,2.6611
13.8756,2.6758
13.8761,2.6758
13.8766,2.6709
13.8772,2.6660
13.8807,2.6660
13.8813,2.6758
13.8819,2.6660
13.8824,2.6758
13.8830,2.6660
13.8835,2.6758
13.8840,2.6758
13.8846,2.6660
13.8851,2.6709
13.8856,2.6660
13.8861,2.6709
13.8867,2.6758
13.8872,2.6758
13.8883,2.6758
13.8899,2.6758
13.8905,2.6807
13.8910,2.6611
13.8915,2.6758
13.8921,2.6807
13.8926,2.6807
13.8932,2.6758
13.8937,2.6758
13.8942,2.6660
13.8947,2.6709
13.8953,2.6709
13.8958,2.6758
13.8963,2.6758
13.8969,2.6758
13.8974,2.6758
13.8979,2.6709
13.8984,2.6709
13.8989,2.6807
13.8995,2.6758
13.9000,2.6709
13.9005,2.6709
13.9010,2.6758
13.9016,2.6758
13.9021,2.6758
13.9026,2.6758
13.9031,2.6709
13.9037,2.6709
13.9042,2.6660
13.9047,2.6758
13.9052,2.6758
13.9057,2.6758
13.9063,2.6660
13.9068,2.6758
13.9073,2.6709
13.9079,2.6758
13.9084,2.6709
13.9089,2.6660
13.9094,2.6758
13.9100,2.6758
13.9105,2.6758
13.9110,2.6709
13.9115,2.6660
13.9121,2.6660
13.9126,2.6758
13.9131,2.6758
13.9136,2.6758
13.9142,2.6709
13.9147,2.6807
13.9152,2.6660
13.9157,2.6758
13.9162,2.6709
13.9168,2.6611
13.9173,2.6660
13.9178,2.6758
13.9183,2.6758
13.9189,2.6709
13.9194,2.6758
13.9199,2.6758
13.9204,2.6709
13.9209,2.6660
13.9215,2.6758
13.9220,2.6660
13.9225,2.6660
13.9230,2.6660
13.9236,2.6709
13.9241,2.6709
13.9246,2.6709
13.9251,2.6758
13.9257,2.6660
13.9262,2.6660
13.9267,2.6758
13.9272,2.6758
13.9278,2.6758
13.9283,2.6758
13.9288,2.6758
13.9293,2.6758
13.9298,2.6758
13.9304,2.6758
13.9309,2.6709
13.9314,2.6758
13.9319,2.6758
13.9325,2.6660
13.9330,2.6709
13.9335,2.6709
13.9340,2.6758
13.9345,2.6660
13.9351,2.6660
13.9356,2.6660
13.9361,2.6758
13.9366,2.6758
13.9372,2.6709
13.9377,2.6660
13.9382,2.6660
13.9387,2.6758
13.9393,2.6758
13.9398,2.6758
13.9403,2.6709
13.9408,2.6709
13.9414,2.6758
13.9419,2.6611
13.9424,2.6611
13.9429,2.6758
13.9434,2.6709
13.9440,2.6709
13.9445,2.6709
13.9450,2.6660
13.9455,2.6709
13.9461,2.6709
13.9466,2.6709
13.9471,2.6709
13.9476,2.6758
13.9482,2.6709
13.9487,2.6709
13.9492,2.6660
13.9497,2.6758
13.9503,2.6709
13.9508,2.6709
13.9513,2.6709
13.9519,2.6660
13.9524,2.6709
13.9529,2.6660
13.9534,2.6660
13.9540,2.6758
13.9545,2.6709
13.9550,2.6709
13.9555,2.6709
13.9561,2.6660
13.9566,2.6709
13.9571,2.6709
13.9576,2.6758
13.9582,2.6709
13.9587,2.6709
13.9592,2.6709
13.9597,2.6660
13.9603,2.6611
13.9608,2.6709
13.9613,2.6709
13.9618,2.6709
13.9624,2.6709
13.9629,2.6709
13.9634,2.6709
13.9639,2.6611
13.9645,2.6660
13.9650,2.6709
13.9655,2.6709
13.9660,2.6709
13.9666,2.6758
13.9671,2.6758
13.9676,2.6709
13.9681,2.6709
13.9687,2.6709
13.9692,2.6709
13.9697,2.6660
13.9702,2.6709
13.9708,2.6709
13.9713,2.6709
13.9718,2.6709
13.9723,2.6709
13.9729,2.6709
13.9734,2.6709
13.9739,2.6758
13.9744,2.6709
13.9750,2.6709
13.9755,2.6611
13.9760,2.6611
13.9765,2.6709
13.9771,2.6709
13.9776,2.6611
13.9781,2.6660
13.9786,2.6660
13.9792,2.6660
13.9797,2.6611
13.9802,2.6660
13.9807,2.6709
13.9813,2.6709
13.9818,2.6709
13.9823,2.6709
13.9828,2.6758
13.9834,2.6611
13.9839,2.6709
13.9844,2.6660
13.9849,2.6611
13.9855,2.6660
13.9860,2.6660
13.9865,2.6709
13.9870,2.6709
13.9876,2.6660
13.9881,2.6709
13.9886,2.6660
13.9891,2.6709
13.9897,2.6709
13.9902,2.6709
13.9907,2.6709
13.9912,2.6709
13.9918,2.6709
13.9923,2.6709
13.9928,2.6611
13.9933,2.6709
13.9939,2.6611
13.9944,2.6709
13.9949,2.6709
13.9954,2.6660
13.9959,2.6660
13.9965,2.6709
13.9970,2.6611
13.9975,2.6709
13.9980,2.6709
13.9986,2.6660
13.9991,2.6709
13.9996,2.6709
14.0001,2.6709
14.0007,2.6709
14.0012,2.6709
14.0018,2.6709
14.0023,2.6758
14.0028,2.6660
14.0033,2.6611
14.0038,2.6709
14.0044,2.6709
14.0049,2.6709
14.0054,2.6709
14.0059,2.6709
14.0065,2.6709
14.0070,2.6709
14.0075,2.6660
14.0080,2.6611
14.0086,2.6709
14.0091,2.6709
14.0096,2.6709
14.0101,2.6660
14.0106,2.6709
14.0112,2.6709
14.0117,2.6709
14.0122,2.6562
14.0127,2.6660
14.0133,2.6709
14.0138,2.6709
14.0143,2.6709
14.0148,2.6611
14.0153,2.6709
14.0159,2.6660
14.0164,2.6709
14.0169,2.6660
14.0174,2.6660
14.0180,2.6709
14.0185,2.6709
14.0190,2.6709
14.0195,2.6660
14.0201,2.6562
14.0206,2.6709
14.0211,2.6709
14.0216,2.6660
14.0221,2.6562
14.0227,2.6611
14.0232,2.6660
14.0237,2.6660
14.0242,2.6709
14.0248,2.6709
14.0253,2.6660
14.0258,2.6562
14.0263,2.6660
14.0268,2.6709
14.0274,2.6562
14.0279,2.6611
14.0284,2.6660
14.0289,2.6709
14.0295,2.6660
14.0300,2.6660
14.0305,2.6709
14.0310,2.6709
14.0316,2.6660
14.0321,2.6709
14.0326,2.6611
14.0331,2.6611
14.0336,2.6709
14.0342,2.6611
14.0347,2.6562
14.0352,2.6562
14.0357,2.6660
14.0363,2.6660
14.0368,2.6709
14.0373,2.6611
14.0378,2.6562
14.0384,2.6660
14.0389,2.6709
14.0394,2.6660
14.0399,2.6660
14.0404,2.6611
14.0410,2.6611
14.0415,2.6709
14.0420,2.6709
14.0425,2.6660
14.0431,2.6611
14.0436,2.6562
14.0441,2.6660
14.0446,2.6709
14.0451,2.6660
14.0457,2.6611
14.0462,2.6709
14.0467,2.6709
14.0472,2.6660
14.0478,2.6611
14.0483,2.6660
14.0488,2.6660
14.0493,2.6660
14.0499,2.6660
14.0504,2.6660
14.0509,2.6660
14.0514,2.6660
14.0519,2.6660
14.0525,2.6562
14.0530,2.6660
14.0535,2.6660
14.0540,2.6611
14.0546,2.6660
14.0551,2.6660
14.0556,2.6660
14.0561,2.6660
14.0566,2.6611
14.0572,2.6611
14.0577,2.6562
14.0582,2.6660
14.0587,2.6660
14.0593,2.6660
14.0598,2.6611
14.0603,2.6660
14.0608,2.6709
14.0614,2.6660
14.0619,2.6660
14.0624,2.6611
14.0629,2.6660
14.0634,2.6660
14.0640,2.6660
14.0645,2.6660
14.0650,2.6611
14.0655,2.6562
14.0661,2.6660
14.0666,2.6660
14.0671,2.6709
14.0676,2.6660
14.0681,2.6660
14.0687,2.6660
14.0692,2.6611
14.0697,2.6660
14.0702,2.6660
14.0708,2.6562
14.0713,2.6709
14.0718,2.6660
14.0723,2.6660
14.0729,2.6660
14.0734,2.6660
14.0739,2.6611
14.0744,2.6611
14.0749,2.6611
14.0755,2.6709
14.0760,2.6660
14.0765,2.6611
14.0770,2.6660
14.0776,2.6660
14.0781,2.6660
14.0786,2.6611
14.0791,2.6660
14.0796,2.6660
14.0802,2.6562
14.0807,2.6611
14.0812,2.6660
14.0817,2.6611
14.0823,2.6660
14.0828,2.6660
14.0833,2.6660
14.0838,2.6660
14.0844,2.6660
14.0849,2.6660
14.0854,2.6562
14.0859,2.6611
14.0865,2.6660
14.0870,2.6611
14.0875,2.6562
14.0880,2.6660
14.0885,2.6611
14.0891,2.6611
14.0896,2.6562
14.0901,2.6611
14.0906,2.6660
14.0912,2.6660
14.0917,2.6611
14.0922,2.6562
14.0927,2.6611
14.0933,2.6660
14.0938,2.6660
14.0943,2.6660
14.0948,2.6611
14.0953,2.6660
14.0959,2.6660
14.0964,2.6709
14.0969,2.6562
14.0974,2.6611
14.0980,2.6660
14.0985,2.6611
14.0990,2.6660
14.0995,2.6660
14.1001,2.6660
14.1006,2.6660
14.1011,2.6660
14.1016,2.6660
14.1021,2.6660
14.1027,2.6660
14.1032,2.6611
14.1037,2.6611
14.1042,2.6660
14.1048,2.6660
14.1053,2.6611
14.1058,2.6611
14.1063,2.6660
14.1068,2.6660
14.1074,2.6611
14.1079,2.6611
14.1084,2.6562
14.1089,2.6562
14.1095,2.6660
14.1100,2.6660
14.1105,2.6660
14.1110,2.6660
14.1116,2.6611
14.1121,2.6660
14.1126,2.6611
14.1131,2.6660
14.1136,2.6562
14.1142,2.6611
14.1147,2.6611
14.1152,2.6660
14.1157,2.6660
14.1163,2.6611
14.1168,2.6562
14.1173,2.6660
14.1178,2.6611
14.1184,2.6660
14.1189,2.6660
14.1194,2.6611
14.1199,2.6611
14.1204,2.6611
14.1210,2.6611
14.1215,2.6562
14.1220,2.6562
14.1225,2.6660
14.1231,2.6611
14.1236,2.6611
14.1241,2.6660
14.1246,2.6562
14.1251,2.6611
14.1257,2.6611
14.1262,2.6562
14.1267,2.6660
14.1272,2.6660
14.1278,2.6611
14.1283,2.6611
14.1288,2.6562
14.1293,2.6562
14.1299,2.6611
14.1304,2.6660
14.1309,2.6660
14.1314,2.6562
14.1319,2.6562
14.1325,2.6611
14.1330,2.6611
14.1335,2.6562
14.1340,2.6660
14.1346,2.6611
14.1351,2.6660
14.1356,2.6611
14.1361,2.6611
14.1367,2.6562
14.1372,2.6611
14.1377,2.6611
14.1382,2.6562
14.1387,2.6562
14.1393,2.6660
14.1398,2.6611
14.1403,2.6660
14.1408,2.6611
14.1414,2.6611
14.1419,2.6562
14.1424,2.6611
14.1429,2.6611
14.1434,2.6660
14.1440,2.6514
14.1445,2.6562
14.1450,2.6660
14.1455,2.6611
14.1461,2.6562
14.1466,2.6611
14.1471,2.6611
14.1476,2.6660
14.1481,2.6611
14.1487,2.6562
14.1492,2.6611
14.1497,2.6611
14.1503,2.6660
14.1508,2.6660
14.1513,2.6611
14.1518,2.6611
14.1524,2.6562
14.1529,2.6611
14.1534,2.6611
14.1539,2.6562
14.1544,2.6660
14.1550,2.6611
14.1555,2.6611
14.1560,2.6611
14.1565,2.6611
14.1571,2.6611
14.1576,2.6611
14.1581,2.6514
14.1586,2.6562
14.1591,2.6611
14.1597,2.6611
14.1602,2.6562
14.1607,2.6611
14.1612,2.6611
14.1618,2.6611
14.1623,2.6611
14.1628,2.6611
14.1633,2.6562
14.1639,2.6562
14.1644,2.6611
14.1650,2.6562
14.1655,2.6611
14.1660,2.6562
14.1666,2.6611
14.1672,2.6611
14.1677,2.6562
14.1683,2.6611
14.1688,2.6611
14.1693,2.6562
14.1699,2.6611
14.1704,2.6562
14.1710,2.6562
14.1715,2.6611
14.1721,2.6562
14.1726,2.6562
14.1731,2.6611
14.1737,2.6562
14.1742,2.6465
14.1748,2.6611
14.1753,2.6611
14.1758,2.6611
14.1764,2.6562
14.1769,2.6562
14.1775,2.6611
14.1780,2.6611
14.1786,2.6562
14.1791,2.6611
14.1796,2.6562
14.1802,2.6562
14.1807,2.6611
14.1813,2.6611
14.1818,2.6562
14.1824,2.6562
14.1829,2.6562
14.1835,2.6562
14.1840,2.6611
14.1846,2.6562
14.1851,2.6611
14.1856,2.6611
14.1862,2.6562
14.1867,2.6611
14.1873,2.6562
14.1878,2.6611
14.1884,2.6611
14.1889,2.6611
14.1895,2.6562
14.1900,2.6611
14.1905,2.6562
14.1911,2.6611
