Время[c], Напряжение[В]
58.2625,0.1904
58.2631,0.1904
58.2636,0.1855
58.2642,0.1855
58.2647,0.1953
58.2653,0.1904
58.2658,0.1855
58.2664,0.1855
58.2669,0.1855
58.2675,0.1904
58.2680,0.1855
58.2686,0.1904
58.2691,0.1904
58.2697,0.1904
58.2702,0.1855
58.2708,0.1904
58.2713,0.1855
58.2719,0.1904
58.2724,0.1953
58.2730,0.1904
58.2736,0.1904
58.2741,0.1855
58.2747,0.1855
58.2752,0.1904
58.2758,0.1855
58.2763,0.1904
58.2769,0.1855
58.2774,0.1855
58.2782,0.1855
58.2788,0.1855
58.2795,0.1904
58.2801,0.1855
58.2806,0.1855
58.2812,0.1904
58.2817,0.1855
58.2822,0.1855
58.2828,0.1904
58.2833,0.1855
58.2839,0.1855
58.2844,0.1904
58.2850,0.1904
58.2855,0.1855
58.2861,0.1904
58.2866,0.1855
58.2872,0.1904
58.2877,0.1855
58.2883,0.1855
58.2888,0.1953
58.2894,0.1904
58.2899,0.1904
58.2905,0.1855
58.2910,0.1904
58.2916,0.1855
58.2921,0.1904
58.2927,0.1855
58.2932,0.1904
58.2938,0.1855
58.2943,0.1855
58.2949,0.1855
58.2954,0.1855
58.2960,0.1904
58.2965,0.1855
58.2971,0.1855
58.2976,0.1855
58.2982,0.1904
58.2987,0.1855
58.2992,0.1904
58.2998,0.1904
58.3003,0.1855
58.3009,0.1904
58.3014,0.1855
58.3020,0.1904
58.3025,0.1904
58.3031,0.1904
58.3036,0.1855
58.3042,0.1904
58.3047,0.1855
58.3053,0.1904
58.3058,0.1904
58.3064,0.1904
58.3069,0.1904
58.3075,0.1855
58.3080,0.1904
58.3086,0.1855
58.3091,0.1904
58.3097,0.1904
58.3102,0.1855
58.3108,0.1855
58.3113,0.1855
58.3119,0.1855
58.3124,0.1855
58.3130,0.1904
58.3135,0.1904
58.3141,0.1904
58.3146,0.1904
58.3152,0.1855
58.3157,0.1855
58.3163,0.1855
58.3168,0.1855
58.3174,0.1855
58.3179,0.1855
58.3185,0.1855
58.3190,0.1904
58.3196,0.1904
58.3201,0.1855
58.3207,0.1904
58.3212,0.1855
58.3218,0.1855
58.3223,0.1855
58.3229,0.1904
58.3235,0.1904
58.3240,0.1855
58.3246,0.1855
58.3251,0.1904
58.3257,0.1855
58.3262,0.1904
58.3268,0.1855
58.3273,0.1855
58.3279,0.1855
58.3284,0.1855
58.3290,0.1904
58.3295,0.1855
58.3301,0.1904
58.3306,0.1855
58.3312,0.1904
58.3318,0.1855
58.3323,0.1904
58.3329,0.1904
58.3334,0.1904
58.3340,0.1904
58.3345,0.1855
58.3351,0.1855
58.3356,0.1855
58.3362,0.1904
58.3367,0.1855
58.3373,0.1904
58.3378,0.1855
58.3384,0.1855
58.3389,0.1855
58.3395,0.1904
58.3400,0.1855
58.3406,0.1855
58.3411,0.1904
58.3417,0.1904
58.3422,0.1855
58.3428,0.1855
58.3433,0.1904
58.3439,0.1904
58.3474,0.1855
58.3480,0.1855
58.3486,0.1904
58.3491,0.1855
58.3497,0.1904
58.3503,0.1855
58.3508,0.1855
58.3514,0.1904
58.3519,0.1904
58.3525,0.1904
58.3530,0.1807
58.3536,0.1904
58.3541,0.1855
58.3547,0.1904
58.3552,0.1904
58.3558,0.1855
58.3563,0.1855
58.3569,0.1855
58.3574,0.1953
58.3580,0.1855
58.3586,0.1855
58.3591,0.1904
58.3597,0.1904
58.3602,0.1855
58.3608,0.1855
58.3613,0.1855
58.3619,0.1855
58.3624,0.1904
58.3630,0.1855
58.3635,0.1855
58.3641,0.1904
58.3646,0.1904
58.3652,0.1855
58.3657,0.1855
58.3663,0.1855
58.3668,0.1904
58.3674,0.1855
58.3680,0.1904
58.3685,0.1855
58.3691,0.1904
58.3696,0.1904
58.3702,0.1904
58.3707,0.1855
58.3713,0.1855
58.3718,0.1904
58.3724,0.1855
58.3729,0.1855
58.3735,0.1855
58.3740,0.1855
58.3746,0.1855
58.3751,0.1904
58.3757,0.1855
58.3762,0.1855
58.3768,0.1855
58.3773,0.1855
58.3779,0.1855
58.3784,0.1904
58.3790,0.1855
58.3795,0.1904
58.3801,0.1855
58.3807,0.1855
58.3812,0.1904
58.3818,0.1855
58.3823,0.1855
58.3829,0.1855
58.3834,0.1904
58.3840,0.1855
58.3845,0.1904
58.3851,0.1855
58.3857,0.1904
58.3862,0.1904
58.3868,0.1855
58.3873,0.1855
58.3879,0.1904
58.3884,0.1855
58.3890,0.1904
58.3895,0.1855
58.3901,0.1855
58.3906,0.1904
58.3912,0.1855
58.3917,0.1855
58.3923,0.1855
58.3928,0.1855
58.3934,0.1855
58.3939,0.1904
58.3945,0.1855
58.3950,0.1855
58.3956,0.1855
58.3961,0.1855
58.3967,0.1855
58.3973,0.1855
58.3978,0.1855
58.3984,0.1904
58.3989,0.1855
58.3995,0.1904
58.4000,0.1855
58.4006,0.1855
58.4011,0.1904
58.4017,0.1904
58.4022,0.1904
58.4028,0.1855
58.4034,0.1904
58.4039,0.1855
58.4045,0.1904
58.4050,0.1855
58.4056,0.1855
58.4061,0.1904
58.4067,0.1855
58.4072,0.1855
58.4078,0.1904
58.4083,0.1855
58.4089,0.1855
58.4094,0.1855
58.4100,0.1904
58.4105,0.1855
58.4111,0.1855
58.4116,0.1904
58.4122,0.1904
58.4127,0.1855
58.4133,0.1855
58.4138,0.1855
58.4144,0.1904
58.4149,0.1904
58.4155,0.1855
58.4160,0.1855
58.4166,0.1904
58.4172,0.1855
58.4177,0.1855
58.4183,0.1855
58.4188,0.1855
58.4194,0.1855
58.4200,0.1904
58.4206,0.1855
58.4212,0.1855
58.4217,0.1855
58.4223,0.1855
58.4229,0.1855
58.4235,0.1855
58.4241,0.1855
58.4247,0.1904
58.4252,0.1855
58.4258,0.1904
58.4263,0.1855
58.4269,0.1904
58.4275,0.1855
58.4281,0.1855
58.4286,0.1855
58.4292,0.1855
58.4297,0.1904
58.4303,0.1855
58.4309,0.1855
58.4315,0.1855
58.4321,0.1855
58.4327,0.1855
58.4332,0.1855
58.4338,0.1807
58.4343,0.1855
58.4349,0.1904
58.4354,0.1855
58.4360,0.1904
58.4365,0.1807
58.4371,0.1904
58.4376,0.1855
58.4382,0.1855
58.4388,0.1855
58.4393,0.1855
58.4399,0.1904
58.4405,0.1855
58.4411,0.1904
58.4416,0.1904
58.4422,0.1855
58.4428,0.1855
58.4434,0.1855
58.4440,0.1855
58.4445,0.1855
58.4451,0.1904
58.4456,0.1855
58.4462,0.1855
58.4468,0.1855
58.4473,0.1855
58.4479,0.1904
58.4484,0.1855
58.4490,0.1855
58.4495,0.1855
58.4501,0.1855
58.4506,0.1855
58.4512,0.1904
58.4517,0.1855
58.4523,0.1855
58.4528,0.1904
58.4534,0.1855
58.4539,0.1904
58.4544,0.1855
58.4550,0.1855
58.4555,0.1855
58.4561,0.1904
58.4566,0.1855
58.4572,0.1855
58.4577,0.1855
58.4583,0.1855
58.4588,0.1855
58.4594,0.1855
58.4599,0.1855
58.4604,0.1904
58.4610,0.1855
58.4615,0.1855
58.4621,0.1855
58.4626,0.1855
58.4632,0.1855
58.4637,0.1855
58.4643,0.1807
58.4648,0.1855
58.4654,0.1855
58.4659,0.1807
58.4665,0.1855
58.4670,0.1855
58.4676,0.1904
58.4681,0.1904
58.4687,0.1855
58.4692,0.1904
58.4698,0.1855
58.4703,0.1855
58.4709,0.1855
58.4714,0.1904
58.4720,0.1807
58.4725,0.1855
58.4731,0.1855
58.4736,0.1855
58.4741,0.1855
58.4747,0.1855
58.4752,0.1904
58.4758,0.1855
58.4763,0.1855
58.4769,0.1855
58.4774,0.1855
58.4780,0.1855
58.4785,0.1855
58.4791,0.1855
58.4796,0.1904
58.4802,0.1855
58.4807,0.1855
58.4812,0.1855
58.4818,0.1855
58.4823,0.1807
58.4829,0.1807
58.4834,0.1807
58.4840,0.1855
58.4845,0.1855
58.4851,0.1855
58.4856,0.1855
58.4862,0.1807
58.4867,0.1855
58.4872,0.1807
58.4878,0.1807
58.4883,0.1855
58.4889,0.1855
58.4894,0.1855
58.4900,0.1855
58.4905,0.1855
58.4911,0.1855
58.4916,0.1855
58.4921,0.1855
58.4927,0.1855
58.4932,0.1807
58.4938,0.1855
58.4943,0.1855
58.4949,0.1855
58.4954,0.1855
58.4960,0.1855
58.4965,0.1855
58.4971,0.1807
58.4976,0.1855
58.4981,0.1855
58.4987,0.1855
58.4992,0.1855
58.4998,0.1904
58.5003,0.1855
58.5009,0.1807
58.5014,0.1855
58.5020,0.1807
58.5025,0.1855
58.5031,0.1807
58.5036,0.1855
58.5041,0.1855
58.5047,0.1855
58.5052,0.1807
58.5058,0.1855
58.5063,0.1807
58.5069,0.1855
58.5074,0.1855
58.5080,0.1855
58.5085,0.1807
58.5090,0.1807
58.5096,0.1855
58.5101,0.1855
58.5107,0.1855
58.5112,0.1855
58.5118,0.1855
58.5123,0.1855
58.5129,0.1807
58.5134,0.1855
58.5140,0.1855
58.5145,0.1807
58.5150,0.1807
58.5156,0.1855
58.5161,0.1855
58.5167,0.1855
58.5172,0.1807
58.5178,0.1855
58.5183,0.1855
58.5189,0.1855
58.5194,0.1855
58.5200,0.1855
58.5205,0.1855
58.5210,0.1855
58.5216,0.1855
58.5221,0.1855
58.5227,0.1855
58.5232,0.1807
58.5238,0.1855
58.5243,0.1807
58.5249,0.1807
58.5254,0.1855
58.5259,0.1855
58.5265,0.1807
58.5270,0.1807
58.5276,0.1855
58.5281,0.1855
58.5287,0.1855
58.5292,0.1855
58.5298,0.1807
58.5303,0.1807
58.5309,0.1807
58.5314,0.1855
58.5319,0.1855
58.5325,0.1855
58.5330,0.1855
58.5336,0.1855
58.5341,0.1807
58.5347,0.1904
58.5352,0.1807
58.5358,0.1807
58.5363,0.1855
58.5369,0.1855
58.5374,0.1807
58.5380,0.1855
58.5385,0.1807
58.5391,0.1807
58.5396,0.1807
58.5402,0.1807
58.5407,0.1807
58.5412,0.1855
58.5418,0.1807
58.5423,0.1855
58.5429,0.1855
58.5434,0.1807
58.5440,0.1855
58.5445,0.1904
58.5451,0.1807
58.5456,0.1807
58.5461,0.1807
58.5467,0.1807
58.5474,0.1855
58.5479,0.1855
58.5484,0.1807
58.5490,0.1807
58.5496,0.1855
58.5501,0.1855
58.5507,0.1855
58.5512,0.1904
58.5518,0.1807
58.5523,0.1855
58.5529,0.1807
58.5534,0.1855
58.5540,0.1855
58.5545,0.1855
58.5551,0.1855
58.5556,0.1807
58.5562,0.1855
58.5567,0.1855
58.5573,0.1807
58.5578,0.1855
58.5584,0.1807
58.5589,0.1855
58.5595,0.1807
58.5600,0.1807
58.5606,0.1855
58.5611,0.1807
58.5617,0.1807
58.5622,0.1807
58.5628,0.1855
58.5633,0.1855
58.5639,0.1855
58.5644,0.1807
58.5650,0.1807
58.5655,0.1807
58.5661,0.1855
58.5666,0.1807
58.5672,0.1855
58.5678,0.1807
58.5683,0.1807
58.5689,0.1807
58.5694,0.1807
58.5700,0.1807
58.5705,0.1904
58.5711,0.1855
58.5716,0.1807
58.5722,0.1807
58.5727,0.1855
58.5733,0.1855
58.5738,0.1807
58.5744,0.1855
58.5749,0.1807
58.5755,0.1855
58.5760,0.1807
58.5766,0.1807
58.5771,0.1855
58.5777,0.1855
58.5782,0.1807
58.5788,0.1855
58.5793,0.1855
58.5799,0.1807
58.5804,0.1855
58.5810,0.1807
58.5815,0.1855
58.5821,0.1807
58.5826,0.1807
58.5832,0.1807
58.5838,0.1855
58.5843,0.1807
58.5849,0.1855
58.5854,0.1855
58.5860,0.1807
58.5865,0.1855
58.5871,0.1855
58.5876,0.1855
58.5882,0.1807
58.5887,0.1855
58.5893,0.1807
58.5898,0.1855
58.5904,0.1855
58.5909,0.1807
58.5915,0.1855
58.5920,0.1855
58.5926,0.1807
58.5931,0.1807
58.5937,0.1855
58.5942,0.1807
58.5948,0.1855
58.5953,0.1807
58.5959,0.1807
58.5964,0.1807
58.5970,0.1807
58.5975,0.1855
58.5981,0.1855
58.5986,0.1855
58.5992,0.1807
58.5997,0.1807
58.6003,0.1855
58.6009,0.1904
58.6014,0.1758
58.6020,0.1855
58.6025,0.1807
58.6031,0.1855
58.6036,0.1807
58.6042,0.1855
58.6047,0.1855
58.6053,0.1855
58.6058,0.1855
58.6064,0.1807
58.6069,0.1855
58.6075,0.1807
58.6081,0.1807
58.6086,0.1807
58.6092,0.1807
58.6097,0.1807
58.6103,0.1807
58.6108,0.1807
58.6114,0.1855
58.6119,0.1807
58.6125,0.1807
58.6130,0.1807
58.6136,0.1807
58.6141,0.1855
58.6147,0.1855
58.6152,0.1855
58.6158,0.1855
58.6163,0.1807
58.6169,0.1855
58.6175,0.1807
58.6180,0.1807
58.6186,0.1855
58.6191,0.1855
58.6197,0.1855
58.6202,0.1807
58.6208,0.1807
58.6213,0.1807
58.6219,0.1855
58.6224,0.1855
58.6230,0.1807
58.6235,0.1807
58.6241,0.1855
58.6246,0.1807
58.6252,0.1855
58.6257,0.1855
58.6263,0.1807
58.6268,0.1855
58.6274,0.1807
58.6279,0.1807
58.6285,0.1855
58.6290,0.1807
58.6296,0.1855
58.6301,0.1807
58.6307,0.1855
58.6314,0.1807
58.6320,0.1807
58.6325,0.1807
58.6331,0.1758
58.6336,0.1807
58.6342,0.1855
58.6347,0.1807
58.6353,0.1807
58.6358,0.1855
58.6364,0.1807
58.6369,0.1807
58.6375,0.1855
58.6381,0.1855
58.6386,0.1807
58.6392,0.1807
58.6397,0.1807
58.6403,0.1807
58.6408,0.1807
58.6414,0.1807
58.6419,0.1807
58.6425,0.1807
58.6430,0.1758
58.6436,0.1807
58.6441,0.1807
58.6447,0.1758
58.6452,0.1807
58.6458,0.1807
58.6463,0.1855
58.6469,0.1807
58.6475,0.1855
58.6480,0.1855
58.6486,0.1855
58.6491,0.1807
58.6497,0.1904
58.6502,0.1807
58.6508,0.1807
58.6513,0.1807
58.6519,0.1807
58.6525,0.1904
58.6530,0.1807
58.6536,0.1855
58.6541,0.1807
58.6547,0.1807
58.6552,0.1807
58.6558,0.1855
58.6563,0.1807
58.6569,0.1807
58.6574,0.1855
58.6580,0.1807
58.6585,0.1807
58.6591,0.1855
58.6596,0.1807
58.6602,0.1807
58.6607,0.1855
58.6613,0.1855
58.6618,0.1807
58.6624,0.1807
58.6630,0.1807
58.6635,0.1807
58.6641,0.1807
58.6646,0.1807
58.6652,0.1807
58.6657,0.1807
58.6663,0.1807
58.6668,0.1807
58.6674,0.1855
58.6679,0.1758
58.6685,0.1807
58.6690,0.1807
58.6696,0.1807
58.6701,0.1855
58.6707,0.1855
58.6712,0.1855
58.6718,0.1807
58.6723,0.1855
58.6729,0.1807
58.6735,0.1807
58.6740,0.1855
58.6746,0.1807
58.6751,0.1807
58.6757,0.1807
58.6762,0.1807
58.6768,0.1807
58.6773,0.1855
58.6779,0.1807
58.6785,0.1807
58.6790,0.1807
58.6796,0.1807
58.6801,0.1807
58.6807,0.1807
58.6812,0.1758
58.6818,0.1855
58.6823,0.1807
58.6829,0.1758
58.6834,0.1807
58.6840,0.1807
58.6845,0.1855
58.6851,0.1807
58.6856,0.1807
58.6862,0.1807
58.6868,0.1807
58.6873,0.1807
58.6879,0.1807
58.6884,0.1807
58.6890,0.1807
58.6895,0.1855
58.6901,0.1807
58.6906,0.1855
58.6912,0.1807
58.6917,0.1758
58.6923,0.1807
58.6928,0.1807
58.6934,0.1807
58.6939,0.1855
58.6945,0.1807
58.6950,0.1807
58.6956,0.1807
58.6961,0.1807
58.6967,0.1855
58.6972,0.1807
58.6978,0.1807
58.6984,0.1807
58.6989,0.1855
58.6995,0.1807
58.7001,0.1855
58.7006,0.1855
58.7012,0.1807
58.7017,0.1855
58.7023,0.1807
58.7028,0.1807
58.7034,0.1855
58.7039,0.1855
58.7045,0.1807
58.7050,0.1855
58.7056,0.1807
58.7061,0.1807
58.7067,0.1807
58.7072,0.1807
58.7078,0.1855
58.7083,0.1807
58.7089,0.1807
58.7094,0.1807
58.7100,0.1807
58.7106,0.1807
58.7111,0.1807
58.7117,0.1807
58.7122,0.1807
58.7128,0.1807
58.7133,0.1807
58.7139,0.1807
58.7144,0.1807
58.7150,0.1807
58.7155,0.1807
58.7161,0.1807
58.7166,0.1855
58.7172,0.1855
58.7177,0.1807
58.7183,0.1807
58.7188,0.1807
58.7194,0.1855
58.7199,0.1807
58.7205,0.1807
58.7210,0.1855
58.7216,0.1807
58.7222,0.1855
58.7227,0.1807
58.7233,0.1807
58.7238,0.1807
58.7244,0.1807
58.7249,0.1807
58.7255,0.1807
58.7260,0.1855
58.7266,0.1807
58.7271,0.1807
58.7277,0.1855
58.7282,0.1807
58.7288,0.1807
58.7293,0.1807
58.7299,0.1855
58.7304,0.1807
58.7310,0.1807
58.7315,0.1758
58.7321,0.1807
58.7327,0.1807
58.7332,0.1807
58.7338,0.1807
58.7343,0.1807
58.7349,0.1807
58.7354,0.1807
58.7360,0.1807
58.7365,0.1807
58.7371,0.1807
58.7376,0.1807
58.7382,0.1807
58.7387,0.1807
58.7393,0.1758
58.7398,0.1807
58.7404,0.1807
58.7409,0.1855
58.7415,0.1807
58.7420,0.1807
58.7426,0.1807
58.7432,0.1807
58.7437,0.1855
58.7443,0.1807
58.7449,0.1807
58.7454,0.1807
58.7460,0.1855
58.7465,0.1855
58.7471,0.1855
58.7476,0.1807
58.7482,0.1807
58.7488,0.1807
58.7493,0.1807
58.7499,0.1807
58.7504,0.1807
58.7510,0.1855
58.7515,0.1807
58.7521,0.1855
58.7526,0.1855
58.7532,0.1855
58.7538,0.1855
58.7543,0.1855
58.7549,0.1807
58.7554,0.1807
58.7560,0.1807
58.7565,0.1855
58.7571,0.1855
58.7576,0.1807
58.7582,0.1807
58.7587,0.1807
58.7593,0.1807
58.7598,0.1807
58.7604,0.1807
58.7609,0.1807
58.7615,0.1807
58.7620,0.1807
58.7626,0.1807
58.7632,0.1807
58.7637,0.1807
58.7643,0.1807
58.7648,0.1807
58.7654,0.1855
58.7659,0.1807
58.7665,0.1807
58.7670,0.1807
58.7676,0.1807
58.7682,0.1807
58.7687,0.1855
58.7693,0.1807
58.7698,0.1807
58.7704,0.1855
58.7709,0.1807
58.7715,0.1807
58.7720,0.1904
58.7726,0.1807
58.7731,0.1807
58.7737,0.1807
58.7742,0.1807
58.7748,0.1807
58.7753,0.1807
58.7759,0.1807
58.7764,0.1855
58.7770,0.1807
58.7775,0.1807
58.7781,0.1807
58.7787,0.1807
58.7792,0.1855
58.7798,0.1807
58.7803,0.1807
58.7809,0.1807
58.7814,0.1807
58.7820,0.1807
58.7825,0.1807
58.7831,0.1855
58.7836,0.1807
58.7842,0.1807
58.7847,0.1758
58.7853,0.1807
58.7858,0.1855
58.7864,0.1807
58.7869,0.1758
58.7875,0.1807
58.7880,0.1807
58.7886,0.1758
58.7892,0.1855
58.7897,0.1807
58.7903,0.1855
58.7908,0.1758
58.7914,0.1758
58.7919,0.1807
58.7925,0.1855
58.7930,0.1855
58.7936,0.1807
58.7941,0.1855
58.7947,0.1807
58.7952,0.1807
58.7958,0.1758
58.7963,0.1807
58.7969,0.1807
58.7974,0.1758
58.7980,0.1807
58.7986,0.1807
58.7991,0.1758
58.7997,0.1807
58.8002,0.1807
58.8008,0.1855
58.8013,0.1758
58.8019,0.1807
58.8024,0.1807
58.8030,0.1807
58.8035,0.1807
58.8041,0.1807
58.8046,0.1807
58.8052,0.1807
58.8057,0.1807
58.8063,0.1758
58.8068,0.1807
58.8074,0.1807
58.8079,0.1758
58.8085,0.1807
58.8090,0.1807
58.8096,0.1807
58.8101,0.1807
58.8107,0.1758
58.8113,0.1758
58.8118,0.1807
58.8124,0.1807
58.8129,0.1758
58.8135,0.1758
58.8140,0.1807
58.8146,0.1807
58.8151,0.1807
58.8157,0.1807
58.8162,0.1807
58.8168,0.1758
58.8173,0.1807
58.8179,0.1807
58.8185,0.1807
58.8190,0.1807
58.8196,0.1758
58.8201,0.1807
58.8207,0.1807
58.8212,0.1807
58.8218,0.1758
58.8223,0.1807
58.8229,0.1807
58.8234,0.1807
58.8240,0.1758
58.8245,0.1807
58.8251,0.1807
58.8257,0.1807
58.8262,0.1758
58.8268,0.1807
58.8273,0.1807
58.8279,0.1807
58.8284,0.1807
58.8290,0.1807
58.8295,0.1807
58.8301,0.1758
58.8306,0.1758
58.8312,0.1807
58.8317,0.1758
58.8323,0.1807
58.8328,0.1807
58.8334,0.1807
58.8339,0.1807
58.8345,0.1855
58.8351,0.1855
58.8356,0.1807
58.8362,0.1758
58.8367,0.1807
58.8373,0.1807
58.8378,0.1758
58.8384,0.1807
58.8389,0.1758
58.8395,0.1807
58.8400,0.1807
58.8406,0.1758
58.8411,0.1807
58.8417,0.1807
58.8422,0.1807
58.8428,0.1758
58.8433,0.1855
58.8439,0.1807
58.8445,0.1855
58.8450,0.1758
58.8456,0.1807
58.8461,0.1807
58.8467,0.1807
58.8472,0.1758
58.8478,0.1807
58.8483,0.1807
58.8489,0.1807
58.8495,0.1807
58.8500,0.1758
58.8506,0.1807
58.8511,0.1807
58.8517,0.1807
58.8522,0.1807
58.8528,0.1807
58.8533,0.1758
58.8539,0.1758
58.8544,0.1807
58.8550,0.1758
58.8555,0.1807
58.8561,0.1758
58.8566,0.1855
58.8572,0.1807
58.8577,0.1855
58.8583,0.1807
58.8589,0.1807
58.8594,0.1807
58.8600,0.1855
58.8605,0.1807
58.8611,0.1807
58.8616,0.1758
58.8622,0.1807
58.8627,0.1807
58.8633,0.1807
58.8638,0.1758
58.8644,0.1807
58.8649,0.1758
58.8655,0.1807
58.8660,0.1807
58.8666,0.1807
58.8671,0.1807
58.8677,0.1807
58.8683,0.1758
58.8688,0.1807
58.8694,0.1807
58.8699,0.1807
58.8705,0.1807
58.8710,0.1807
58.8716,0.1807
58.8721,0.1807
58.8727,0.1758
58.8732,0.1807
58.8738,0.1807
58.8743,0.1758
58.8749,0.1807
58.8754,0.1758
58.8760,0.1855
58.8765,0.1758
58.8771,0.1807
58.8777,0.1758
58.8782,0.1807
58.8788,0.1807
58.8793,0.1807
58.8799,0.1758
58.8804,0.1807
58.8810,0.1758
58.8815,0.1807
58.8821,0.1807
58.8826,0.1758
58.8832,0.1807
58.8837,0.1758
58.8843,0.1807
58.8848,0.1807
58.8854,0.1758
58.8859,0.1855
58.8865,0.1758
58.8870,0.1807
58.8876,0.1807
58.8882,0.1807
58.8887,0.1807
58.8893,0.1807
58.8898,0.1807
58.8904,0.1758
58.8909,0.1807
58.8915,0.1758
58.8920,0.1807
58.8926,0.1758
58.8932,0.1758
58.8937,0.1758
58.8943,0.1855
58.8948,0.1758
58.8954,0.1807
58.8959,0.1807
58.8965,0.1807
58.8971,0.1807
58.8976,0.1758
58.8982,0.1807
58.8987,0.1807
58.8993,0.1807
58.8998,0.1758
58.9004,0.1758
58.9009,0.1758
58.9015,0.1807
58.9020,0.1807
58.9026,0.1807
58.9031,0.1807
58.9037,0.1807
58.9042,0.1807
58.9048,0.1758
58.9053,0.1758
58.9059,0.1758
58.9064,0.1807
58.9070,0.1758
58.9075,0.1807
58.9081,0.1807
58.9087,0.1758
58.9092,0.1758
58.9098,0.1855
58.9103,0.1758
58.9109,0.1855
58.9114,0.1758
58.9120,0.1855
58.9125,0.1758
58.9131,0.1807
58.9136,0.1758
58.9142,0.1807
58.9147,0.1758
58.9153,0.1758
58.9158,0.1807
58.9164,0.1758
58.9170,0.1807
58.9175,0.1758
58.9181,0.1807
58.9187,0.1807
58.9192,0.1807
58.9198,0.1807
58.9204,0.1807
58.9210,0.1758
58.9216,0.1758
58.9222,0.1807
58.9228,0.1758
58.9233,0.1758
58.9239,0.1807
58.9245,0.1758
58.9251,0.1758
58.9256,0.1758
58.9262,0.1758
58.9268,0.1758
58.9273,0.1758
58.9279,0.1758
58.9285,0.1807
58.9290,0.1807
58.9296,0.1807
58.9301,0.1807
58.9307,0.1758
58.9313,0.1758
58.9319,0.1807
58.9324,0.1807
58.9330,0.1758
58.9335,0.1807
58.9341,0.1758
58.9346,0.1807
58.9352,0.1758
58.9357,0.1807
58.9363,0.1758
58.9368,0.1807
58.9374,0.1758
58.9380,0.1807
58.9385,0.1758
58.9391,0.1807
58.9396,0.1807
58.9403,0.1807
58.9410,0.1758
58.9415,0.1758
58.9421,0.1758
58.9427,0.1758
58.9432,0.1807
58.9438,0.1807
58.9444,0.1807
58.9450,0.1807
58.9455,0.1807
58.9461,0.1758
58.9466,0.1807
58.9472,0.1807
58.9478,0.1758
58.9484,0.1807
58.9489,0.1758
58.9498,0.1758
58.9505,0.1807
58.9511,0.1758
58.9517,0.1758
58.9523,0.1758
58.9529,0.1758
58.9535,0.1758
58.9540,0.1758
58.9546,0.1807
58.9551,0.1758
58.9557,0.1807
58.9563,0.1807
58.9568,0.1758
58.9574,0.1807
58.9579,0.1758
58.9584,0.1807
58.9590,0.1758
58.9595,0.1758
58.9601,0.1807
58.9606,0.1758
58.9612,0.1758
58.9617,0.1758
58.9623,0.1758
58.9628,0.1758
58.9634,0.1807
58.9639,0.1758
58.9645,0.1807
58.9650,0.1807
58.9656,0.1807
58.9661,0.1758
58.9667,0.1758
58.9672,0.1807
58.9678,0.1807
58.9683,0.1807
58.9688,0.1758
58.9694,0.1758
58.9699,0.1758
58.9705,0.1807
58.9710,0.1758
58.9716,0.1758
58.9721,0.1807
58.9727,0.1758
58.9732,0.1758
58.9738,0.1758
58.9743,0.1758
58.9749,0.1807
58.9754,0.1758
58.9759,0.1758
58.9765,0.1758
58.9770,0.1807
58.9776,0.1758
58.9781,0.1758
58.9787,0.1758
58.9792,0.1758
58.9798,0.1855
58.9803,0.1807
58.9809,0.1807
58.9814,0.1758
58.9820,0.1807
58.9825,0.1758
58.9831,0.1758
58.9836,0.1807
58.9842,0.1807
58.9847,0.1807
58.9853,0.1758
58.9858,0.1758
58.9864,0.1709
58.9869,0.1807
58.9874,0.1758
58.9880,0.1758
58.9885,0.1807
58.9891,0.1758
58.9896,0.1758
58.9902,0.1807
58.9907,0.1758
58.9913,0.1807
58.9918,0.1758
58.9924,0.1758
58.9929,0.1758
58.9935,0.1758
58.9940,0.1807
58.9945,0.1758
58.9951,0.1807
58.9956,0.1807
58.9962,0.1758
58.9967,0.1758
58.9973,0.1758
58.9978,0.1807
58.9984,0.1758
58.9989,0.1758
58.9995,0.1807
59.0000,0.1758
59.0006,0.1758
59.0011,0.1807
59.0016,0.1758
59.0022,0.1758
59.0027,0.1758
59.0033,0.1807
59.0038,0.1758
59.0044,0.1758
59.0049,0.1807
59.0055,0.1758
59.0060,0.1758
59.0066,0.1758
59.0071,0.1758
59.0076,0.1807
59.0082,0.1758
59.0087,0.1807
59.0093,0.1758
59.0098,0.1758
59.0104,0.1807
59.0109,0.1758
59.0115,0.1807
59.0120,0.1758
59.0126,0.1807
59.0131,0.1758
59.0137,0.1758
59.0142,0.1807
59.0147,0.1758
59.0153,0.1758
59.0158,0.1807
59.0164,0.1807
59.0169,0.1758
59.0175,0.1758
59.0180,0.1758
59.0186,0.1758
59.0191,0.1807
59.0197,0.1758
59.0202,0.1807
59.0208,0.1758
59.0213,0.1758
59.0218,0.1758
59.0224,0.1758
59.0229,0.1758
59.0235,0.1807
59.0240,0.1758
59.0246,0.1758
59.0251,0.1758
59.0257,0.1758
59.0262,0.1807
59.0268,0.1758
59.0273,0.1758
59.0279,0.1807
59.0284,0.1807
59.0289,0.1758
59.0295,0.1758
59.0301,0.1758
59.0306,0.1758
59.0312,0.1709
59.0317,0.1758
59.0323,0.1758
59.0328,0.1807
59.0333,0.1807
59.0339,0.1758
59.0344,0.1758
59.0350,0.1758
59.0355,0.1758
59.0361,0.1807
59.0366,0.1758
59.0372,0.1758
59.0377,0.1758
59.0383,0.1807
59.0388,0.1758
